id , BZCAT5 Source name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
944 , 5BZQJ0726+0636 , 111.65146 , 6.61192 , 1.95 ,  , 18.9 , 7211 , 119 ,  ,  , 
945 , 5BZBJ0726+3734 , 111.748 , 37.57306 , 0.872 ,  ?  , 19.1 , 7300 , 11 ,  , 0.22 , 
946 , 5BZUJ0727+4844 , 111.76292 , 48.73614 , 2.46 ,  , 19.6 , 7900 , 391 ,  ,  , 
947 , 5BZQJ0728-4745 , 112.09796 , -47.75472 , 2.282 ,  , 22.4 , 7211 , 376 ,  ,  , 
948 , 5BZQJ0728+5701 , 112.20679 , 57.02344 , 0.426 ,  , 14.9 , 7211 , 484 , 313 , 0.71 , 
949 , 5BZUJ0729-1320 , 112.32425 , -13.33397 , 0.344 ,  , 17.8 , 7900 , 100 ,  , 0.15 , 
950 , 5BZQJ0730-1141 , 112.57963 , -11.68683 , 1.589 ,  , 19.6 , 7211 , 2760 , 3446 , 0.44 , 2.2e-8
951 , 5BZBJ0730+3307 , 112.60858 , 33.12303 , 0.112 ,  , 17.8 , 7390 , 9 ,  , 1.4 , 5e-10
952 , 5BZUJ0730-3208 , 112.65958 , -32.13894 , 0.516 ,  , 19.3 , 7900 , 575 ,  ,  , 
953 , 5BZQJ0730+4049 , 112.71392 , 40.83072 , 2.501 ,  , 19 , 7211 , 376 ,  ,  , 
954 , 5BZQJ0731+2451 , 112.89062 , 24.86628 , 1.089 ,  , 19.4 , 7211 , 318 ,  ,  , 
955 , 5BZBJ0731+2804 , 112.96967 , 28.07586 , 0.248 ,  ?  , 17.6 , 7300 , 71 ,  , 2.54 , 
956 , 5BZQJ0732+2548 , 113.2345 , 25.81075 , 1.443 ,  , 18.6 , 7211 , 482 ,  ,  , 
957 , 5BZBJ0733+3515 , 113.37317 , 35.26189 , 0.177 ,  , 17.1 , 7390 , 99 ,  , 1.77 , 
958 , 5BZBJ0733+4111 , 113.44504 , 41.18886 , 0.67 ,  ?  , 18.2 , 7300 , 24 ,  ,  , 
959 , 5BZQJ0733+5022 , 113.46883 , 50.36919 , 0.72 ,  , 19.1 , 7211 , 770 , 491 , 0.52 , 7e-10
960 , 5BZQJ0733+0456 , 113.48938 , 4.93733 , 3.01 ,  , 19.2 , 7211 , 219 ,  ,  , 
961 , 5BZQJ0735+4750 , 113.75962 , 47.83567 , 0.782 ,  , 17.3 , 7211 , 404 ,  , 0.79 , 
962 , 5BZQJ0735+7115 , 113.75975 , 71.25167 , 0.795 ,  , 17.7 , 7211 , 163 ,  , 0.46 , 
963 , 5BZQJ0736+2604 , 114.24196 , 26.08053 , 0.997 ,  , 18.1 , 7211 , 261 ,  ,  , 
964 , 5BZBJ0737+2846 , 114.25775 , 28.77942 , 0.272 ,  , 18.4 , 7300 , 16 ,  , 0.7 , 
965 , 5BZBJ0737+3216 , 114.27325 , 32.27556 ,  ,  , 20.5 , 7300 , 12 ,  ,  , 
966 , 5BZGJ0737+3517 , 114.33717 , 35.29492 , 0.21 ,  , 16.7 , 7309 , 26 ,  , 1.06 , 
967 , 5BZGJ0737+5941 , 114.37533 , 59.68422 , 0.041 ,  , 11.8 , 7309 , 561 ,  , 0.8 , 
968 , 5BZBJ0738+1742 , 114.53079 , 17.70528 , 0.424 ,  , 15.5 , 7300 , 2258 , 392 , 0.97 , 5.2e-9
969 , 5BZQJ0738-6735 , 114.73542 , -67.59744 , 1.663 ,  , 19.8 , 7211 , 517 ,  ,  , 
970 , 5BZQJ0739+0137 , 114.82513 , 1.61794 , 0.189 ,  , 16 , 7211 , 1964 , 1268 , 2.28 , 2.5e-9
971 , 5BZQJ0740+2852 , 115.13975 , 28.87981 , 0.711 ,  , 19.3 , 7211 , 63 ,  , 0.16 , 
972 , 5BZBJ0740+3226 , 115.22746 , 32.43356 ,  ,  , 19.1 , 7300 , 15 ,  ,  , 
973 , 5BZGJ0741+3205 , 115.27479 , 32.09556 , 0.179 ,  , 16.6 , 7309 , 77 ,  , 0.16 , 
974 , 5BZQJ0741+3112 , 115.29458 , 31.20006 , 0.631 ,  , 16.8 , 7211 , 2284 ,  , 0.54 , 
975 , 5BZQJ0741+2557 , 115.37392 , 25.95897 , 2.754 ,  , 19.3 , 7211 , 29 ,  , 0.84 , 
976 , 5BZQJ0741-4709 , 115.43854 , -47.15722 , 0.765 ,  , 20.1 , 7211 , 396 , 380 , 0.29 , 
977 , 5BZQJ0742+4900 , 115.51146 , 49.00433 , 2.312 ,  , 21.8 , 7211 , 398 ,  ,  , 
978 , 5BZQJ0742+3944 , 115.65579 , 39.74325 , 2.205 ,  , 20.2 , 7211 , 125 ,  , 0.22 , 
979 , 5BZUJ0742+5444 , 115.66579 , 54.74019 , 0.723 ,  , 17.6 , 7900 , 281 ,  , 0.38 , 2.5e-9
980 , 5BZUJ0742+3744 , 115.67579 , 37.73392 , 0.806 ,  , 18.7 , 7900 , 66 ,  , 0.39 , 
981 , 5BZBJ0742+3018 , 115.67883 , 30.31 , 0.495 ,  , 19.5 , 7300 , 24 ,  ,  , 
982 , 5BZBJ0743+1714 , 115.77129 , 17.24011 ,  ,  , 18.7 , 7300 , 306 ,  ,  , 
983 , 5BZQJ0743-5619 , 115.83533 , -56.32583 , 2.319 ,  , 19.4 , 7211 , 638 ,  ,  , 
984 , 5BZQJ0743-6726 , 115.88171 , -67.44042 , 1.512 ,  , 15.8 , 7211 , 5638 , 439 , 0.78 , 
985 , 5BZQJ0743+2328 , 115.93738 , 23.4775 , 0.776 ,  , 17.7 , 7211 , 336 ,  , 0.32 , 
986 , 5BZBJ0744+7433 , 116.02233 , 74.56617 , 0.314 ,  , 16.6 , 7300 , 23 ,  , 6.29 , 6e-10
987 , 5BZQJ0744+2920 , 116.214 , 29.33503 , 1.18 ,  , 16.7 , 7211 , 338 ,  , 0.65 , 
988 , 5BZGJ0745+3312 , 116.27012 , 33.21567 , 0.22 ,  , 17.3 , 7309 , 222 ,  , 0.39 , 
989 , 5BZQJ0745+1011 , 116.38775 , 10.18686 , 2.624 ,  , 21.9 , 7211 , 3506 ,  , 0.26 , 
990 , 5BZQJ0745-0044 , 116.47533 , -0.73819 , 0.994 ,  , 17.2 , 7211 , 661 ,  , 0.78 , 
991 , 5BZBJ0745+2226 , 116.49658 , 22.44747 ,  ,  , 18.9 , 7300 , 39 ,  , 0.28 , 
992 , 5BZQJ0745+3313 , 116.49717 , 33.22614 , 0.61 ,  , 18.6 , 7211 , 128 ,  , 0.44 , 
993 , 5BZBJ0746-1555 , 116.576 , -15.92631 ,  ,  , 19.2 , 7300 , 423 , 237 , 0.27 , 
994 , 5BZQJ0746+2549 , 116.60779 , 25.81725 , 2.979 ,  , 19.5 , 7211 , 417 ,  , 0.38 , 6e-10
995 , 5BZQJ0746-5618 , 116.74258 , -56.30931 , 1.14 ,  , 20 , 7211 , 56 ,  ,  , 
996 , 5BZQJ0747-6744 , 116.77083 , -67.74453 , 1.025 ,  , 18.8 , 7211 , 28 ,  , 0.07 , 
997 , 5BZBJ0747+7639 , 116.81087 , 76.65481 ,  ,  , 18.3 , 7390 , 131 ,  ,  , 
998 , 5BZUJ0747+0905 , 116.84258 , 9.09814 ,  ,  , 17 , 7900 , 40 ,  , 2.33 , 
999 , 5BZQJ0748-5258 , 117.05279 , -52.9755 , 1.802 ,  , 17.9 , 7211 , 180 ,  , 0.08 , 
1000 , 5BZQJ0748+2400 , 117.15046 , 24.00669 , 0.409 ,  , 18.6 , 7211 , 958 , 769 , 1.24 , 
1001 , 5BZGJ0748+2115 , 117.18117 , 21.26253 , 0.263 ,  , 17.3 , 7309 , 11 ,  , 0.34 , 
1002 , 5BZQJ0749+4510 , 117.27708 , 45.17606 , 0.192 ,  , 16.7 , 7211 , 147 ,  , 1.39 , 5e-10
1003 , 5BZGJ0749+2313 , 117.30833 , 23.22131 , 0.175 ,  , 17 , 7309 , 53 ,  , 0.25 , 
1004 , 5BZQJ0749+7420 , 117.34358 , 74.34489 , 1.629 ,  , 18.5 , 7211 , 509 ,  , 0.1 , 
1005 , 5BZBJ0749+7451 , 117.37321 , 74.86244 , 0.607 ,  , 18.1 , 7300 , 45 ,  , 4.79 , 
1006 , 5BZQJ0750+1823 , 117.50138 , 18.3865 , 1.161 ,  , 19.6 , 7211 , 179 , 420 , 0.14 , 
1007 , 5BZQJ0750+4814 , 117.58517 , 48.24822 , 1.957 ,  , 18.4 , 7211 , 716 ,  , 0.21 , 
1008 , 5BZQJ0750+1021 , 117.637 , 10.35742 , 1.117 ,  , 20.1 , 7211 , 153 ,  ,  , 
1009 , 5BZQJ0750+1231 , 117.71687 , 12.518 , 0.889 ,  , 17.3 , 7211 , 1453 , 2038 , 1.73 , 1.5e-9
1010 , 5BZQJ0750-6726 , 117.74812 , -67.43961 , 1.237 ,  , 17.9 , 7211 , 63 ,  , 0.15 , 
1011 , 5BZGJ0751+2913 , 117.78987 , 29.22653 , 0.194 ,  , 17.9 , 7309 , 10 ,  , 0.21 , 
1012 , 5BZQJ0751-0046 , 117.79254 , -0.78086 , 2.101 ,  , 19.7 , 7211 , 218 ,  , 0.03 , 
1013 , 5BZGJ0751+1730 , 117.8545 , 17.51419 , 0.187 ,  , 16.8 , 7309 , 10 ,  , 1.78 , 
1014 , 5BZBJ0751+3928 , 117.93725 , 39.47156 ,  ,  , 20.5 , 7300 , 4 ,  ,  , 
1015 , 5BZQJ0751+3313 , 117.97362 , 33.22217 , 1.938 ,  , 19.6 , 7211 , 567 ,  ,  , 
1016 , 5BZQJ0752+3730 , 118.17046 , 37.50675 , 0.44 ,  , 20.3 , 7211 , 114 ,  , 0.24 , 
1017 , 5BZBJ0753+5352 , 118.25575 , 53.88322 ,  ,  , 17.9 , 7300 , 803 ,  , 0.42 , 1.2e-9
1018 , 5BZGJ0753+2921 , 118.35254 , 29.35886 , 0.161 ,  , 17.2 , 7309 , 4 ,  , 1.29 , 
1019 , 5BZGJ0754+4202 , 118.50279 , 42.04672 , 0.369 ,  , 19 , 7309 , 9 ,  ,  , 
1020 , 5BZBJ0754-1147 , 118.61025 , -11.78803 ,  ,  , 18.2 , 7300 , 881 , 392 ,  , 1.4e-9
1021 , 5BZGJ0754+4546 , 118.64925 , 45.77919 , 0.456 ,  , 19.3 , 7309 , 57 ,  , 0.18 , 
1022 , 5BZGJ0754+3910 , 118.65442 , 39.17994 , 0.096 ,  , 15.7 , 7309 , 58 ,  , 0.44 , 
1023 , 5BZBJ0754+4823 , 118.69029 , 48.39742 ,  ,  , 17 , 7300 , 265 , 509 , 0.5 , 1.1e-9
1024 , 5BZQJ0754+3033 , 118.70354 , 30.56528 , 0.796 ,  , 17.4 , 7211 , 48 ,  , 0.86 , 
1025 , 5BZBJ0755+3726 , 118.84629 , 37.43856 , 0.606 ,  ?  , 20.7 , 7300 , 2 ,  , 0.73 , 
1026 , 5BZBJ0756+4140 , 119.01138 , 41.67772 , 0.579 ,  , 19.8 , 7300 , 7 ,  , 0.11 , 
1027 , 5BZGJ0756+3834 , 119.02942 , 38.56694 , 0.216 ,  , 17 , 7309 , 65 ,  , 0.54 , 
1028 , 5BZQJ0756-1542 , 119.21125 , -15.7015 , 1.42 ,  , 18.1 , 7211 , 834 ,  , 0.41 , 
1029 , 5BZBJ0757+0956 , 119.27767 , 9.94303 , 0.266 ,  , 15.1 , 7300 , 956 , 1105 , 1.18 , 2e-9
1030 , 5BZGJ0758+2705 , 119.69579 , 27.08764 , 0.099 ,  , 17.2 , 7309 , 54 ,  ,  , 
1031 , 5BZBJ0800+6210 , 120.01729 , 62.17064 ,  ,  , 19.3 , 7390 , 5 ,  , 0.44 , 
1032 , 5BZBJ0800+1645 , 120.07829 , 16.76583 , 0.308 ,  , 18 , 7300 , 83 ,  , 0.09 , 
1033 , 5BZQJ0800+5010 , 120.15004 , 50.179 , 1.613 ,  , 16.9 , 7211 , 110 ,  ,  , 
1034 , 5BZBJ0801+6444 , 120.25896 , 64.74711 , 0.2 ,  ?  , 18.9 , 7390 , 12 ,  , 0.67 , 
1035 , 5BZBJ0801+4401 , 120.2845 , 44.01953 ,  ,  , 19.8 , 7300 , 228 ,  ,  , 6e-10
1036 , 5BZBJ0801+1336 , 120.31271 , 13.61183 , 1.042 ,  ?  , 19 , 7300 , 17 ,  ,  , 
1037 , 5BZBJ0802+1006 , 120.52008 , 10.11053 ,  ,  , 17.2 , 7300 , 7 ,  ,  , 
1038 , 5BZQJ0802+1809 , 120.70017 , 18.16361 , 1.586 ,  , 20.6 , 7211 , 503 ,  ,  , 
1039 , 5BZBJ0803+2437 , 120.78042 , 24.63081 ,  ,  , 18.8 , 7300 , 24 ,  , 0.26 , 
1040 , 5BZBJ0803+4816 , 120.84596 , 48.27164 , 0.503 ,  , 19.7 , 7300 , 12 ,  , 1.36 , 
1041 , 5BZUJ0804-1712 , 121.14042 , -17.20117 , 1.043 ,  , 17.3 , 7900 , 287 ,  ,  , 
1042 , 5BZQJ0805+6144 , 121.32562 , 61.74 , 3.033 ,  , 19.7 , 7211 , 828 ,  , 0.8 , 1e-9
1043 , 5BZBJ0805+7534 , 121.36096 , 75.57361 , 0.121 ,  , 15.2 , 7300 , 52 ,  , 3.66 , 1.5e-9
1044 , 5BZBJ0806+1330 , 121.56375 , 13.50556 , 0.504 ,  , 19.7 , 7300 , 14 ,  ,  , 
1045 , 5BZBJ0806+5931 , 121.60804 , 59.51864 ,  ,  , 15.7 , 7300 , 61 ,  , 2.24 , 
1046 , 5BZQJ0806+4504 , 121.63946 , 45.07567 , 2.102 ,  , 19.6 , 7211 , 412 ,  ,  , 
1047 , 5BZQJ0807+5117 , 121.75417 , 51.29408 , 1.136 ,  , 18.1 , 7211 , 214 ,  ,  , 
1048 , 5BZBJ0807-0541 , 121.79008 , -5.68719 ,  ,  , 17.9 , 7300 , 545 ,  , 0.31 , 1.3e-9
1049 , 5BZQJ0808+4752 , 122.06125 , 47.87908 , 0.545 ,  , 17.8 , 7211 , 50 ,  , 0.4 , 
1050 , 5BZQJ0808-0751 , 122.06475 , -7.85275 , 1.837 ,  , 17.8 , 7211 , 1595 ,  , 0.88 , 1.5e-8
1051 , 5BZQJ0808+7315 , 122.06825 , 73.25339 , 0.496 ,  , 20.3 , 7211 , 300 ,  ,  , 
1052 , 5BZQJ0808+4950 , 122.16521 , 49.84361 , 1.432 ,  , 18.6 , 7211 , 1115 ,  , 0.27 , 
1053 , 5BZQJ0808+4052 , 122.23596 , 40.87914 , 1.418 ,  , 19 , 7211 , 584 , 500 , 0.55 , 
1054 , 5BZGJ0809+3122 , 122.30587 , 31.37306 , 0.296 ,  , 18.9 , 7309 , 196 ,  ,  , 
1055 , 5BZGJ0809+3455 , 122.41212 , 34.92706 , 0.083 ,  , 15.8 , 7309 , 223 ,  , 4.07 , 7e-10
1056 , 5BZQJ0809+5341 , 122.42383 , 53.69031 , 2.133 ,  , 20.4 , 7211 , 140 ,  ,  , 
1057 , 5BZBJ0809+5218 , 122.45496 , 52.31622 , 0.138 ,  , 15.3 , 7300 , 182 ,  , 8.26 , 2.4e-9
1058 , 5BZQJ0810+3847 , 122.54162 , 38.79933 , 3.946 ,  , 19.8 , 7211 , 32 ,  , 0.59 , 
1059 , 5BZGJ0810+4911 , 122.72754 , 49.18442 , 0.115 ,  , 15.6 , 7309 , 11 ,  , 0.2 , 
1060 , 5BZGJ0810+2846 , 122.7425 , 28.77183 , 0.272 ,  , 19 , 7309 , 42 ,  ,  , 
1061 , 5BZQJ0810+4134 , 122.74587 , 41.5675 , 0.507 ,  , 19.4 , 7211 , 220 ,  , 0.33 , 
1062 , 5BZQJ0811+5714 , 122.7525 , 57.23681 , 0.611 ,  , 17.8 , 7211 , 453 ,  , 0.78 , 
1063 , 5BZBJ0811-7530 , 122.7635 , -75.50775 ,  ,  , 17.2 , 7300 , 147 ,  , 0.43 , 2.7e-9
1064 , 5BZQJ0811+4533 , 122.7865 , 45.56356 , 1.017 ,  , 18.9 , 7211 , 81 ,  , 0.14 , 
1065 , 5BZBJ0811+0146 , 122.86133 , 1.78119 , 1.148 ,  , 19.2 , 7300 , 598 ,  , 0.25 , 1.3e-9
1066 , 5BZQJ0811+4831 , 122.90508 , 48.52611 , 0.703 ,  , 18.1 , 7211 , 159 ,  , 0.45 , 
1067 , 5BZBJ0812+1141 , 123.10838 , 11.69961 ,  ,  , 19.8 , 7300 , 19 ,  ,  , 
1068 , 5BZQJ0812-1810 , 123.11883 , -18.17856 , 2.973 ,  , 20.1 , 7211 , 488 ,  ,  , 
1069 , 5BZBJ0812+6509 , 123.17017 , 65.15303 ,  ,  , 17.8 , 7300 , 31 ,  , 1.43 , 4e-10
1070 , 5BZBJ0812+5554 , 123.21433 , 55.90608 , 0.383 ,  , 18.3 , 7300 , 27 ,  , 0.68 , 
1071 , 5BZQJ0813+2542 , 123.26596 , 25.70311 , 2.024 ,  , 18.8 , 7211 , 423 ,  , 0.18 , 
1072 , 5BZQJ0814+3237 , 123.53842 , 32.62556 , 0.844 ,  , 18.7 , 7211 , 256 ,  , 0.29 , 
1073 , 5BZBJ0814-1012 , 123.54871 , -10.20286 ,  ,  , 16.6 , 7390 , 36 ,  , 2.65 , 1.1e-9
1074 , 5BZBJ0814+2940 , 123.58858 , 29.67258 ,  ,  , 18.4 , 7300 , 28 ,  , 0.88 , 
1075 , 5BZGJ0814+0857 , 123.59025 , 8.95178 , 0.23 ,  ?  , 18.4 , 7309 , 11 ,  , 0.39 , 
1076 , 5BZBJ0814+6431 , 123.66329 , 64.52281 ,  ,  , 17.5 , 7300 , 88 ,  , 0.29 , 1.3e-9
1077 , 5BZQJ0815+3635 , 123.85808 , 36.58756 , 1.028 ,  , 18.4 , 7211 , 995 ,  ,  , 
1078 , 5BZGJ0816-0735 , 124.01746 , -7.59992 , 0.04 ,  , 14.6 , 7309 , 43 ,  ,  , 
1079 , 5BZBJ0816+4910 , 124.03987 , 49.16789 ,  ,  , 17.9 , 7300 , 49 ,  ,  , 
1080 , 5BZBJ0816+5739 , 124.09462 , 57.65258 ,  ,  , 17.3 , 7300 , 100 ,  , 1.52 , 1e-9
1081 , 5BZBJ0816-1311 , 124.11337 , -13.19794 ,  ,  , 16 , 7300 , 70 ,  , 8.64 , 2.7e-9
1082 , 5BZBJ0816+6208 , 124.17958 , 62.14144 ,  ,  , 18.8 , 7390 , 85 ,  , 0.4 , 
1083 , 5BZBJ0816+2051 , 124.20742 , 20.85181 ,  ,  , 18.1 , 7300 , 39 ,  ,  , 4e-10
1084 , 5BZBJ0817-0933 , 124.45733 , -9.5585 ,  ,  , 16.9 , 7300 , 468 ,  ,  , 1.5e-9
1085 , 5BZBJ0817+3243 , 124.46246 , 32.728 ,  ,  , 18.5 , 7300 , 7 ,  , 0.47 , 5e-10
1086 , 5BZBJ0818+4222 , 124.56667 , 42.37933 , 0.53 ,  ?  , 18.1 , 7300 , 1091 , 850 , 0.32 , 7.2e-9
1087 , 5BZBJ0818+2814 , 124.61396 , 28.23414 , 0.226 ,  , 17.4 , 7300 , 64 ,  , 0.13 , 
1088 , 5BZBJ0818+3153 , 124.66692 , 31.89672 ,  ,  , 19.2 , 7300 , 63 ,  ,  , 
1089 , 5BZQJ0819+3226 , 124.75971 , 32.44369 , 2.017 ,  ?  , 20.3 , 7211 , 194 ,  , 0.95 , 
1090 , 5BZBJ0819-0756 , 124.82325 , -7.94056 ,  ,  , 18.4 , 7390 , 7 ,  , 1.4 , 3e-10
1091 , 5BZBJ0819+2747 , 124.82858 , 27.79186 ,  ,  , 18.9 , 7300 , 234 ,  ,  , 4e-10
1092 , 5BZBJ0819+4037 , 124.85792 , 40.62889 , 0.389 ,  , 18.7 , 7300 , 79 ,  ,  , 
1093 , 5BZBJ0819+1429 , 124.88163 , 14.49378 , 0.494 ,  , 19.3 , 7300 , 8 ,  ,  , 
1094 , 5BZBJ0820+3640 , 125.08413 , 36.66794 ,  ,  , 18.8 , 7300 , 94 ,  ,  , 
1095 , 5BZGJ0820+4853 , 125.11708 , 48.8965 , 0.133 ,  , 15.8 , 7309 , 188 ,  , 0.28 , 
1096 , 5BZBJ0820+2353 , 125.21333 , 23.89594 , 0.402 ,  , 18 , 7300 , 49 ,  , 0.64 , 
1097 , 5BZBJ0820-1258 , 125.23938 , -12.98308 ,  ,  , 16.5 , 7300 , 1096 ,  , 0.96 , 
1098 , 5BZQJ0821-0323 , 125.41683 , -3.38686 , 2.352 ,  , 18.1 , 7211 , 565 ,  ,  , 
1099 , 5BZQJ0821+5031 , 125.47421 , 50.52247 , 2.133 ,  , 17.8 , 7211 , 59 ,  ,  , 
1100 , 5BZQJ0822+4041 , 125.73979 , 40.69717 , 0.866 ,  , 18.9 , 7211 , 345 , 342 ,  , 7e-10
1101 , 5BZBJ0823+1125 , 125.83567 , 11.43092 , 0.441 ,  , 19 , 7300 , 10 ,  , 0.63 , 
1102 , 5BZGJ0823+1524 , 125.84687 , 15.41331 , 0.167 ,  , 17.1 , 7309 , 21 ,  ,  , 
1103 , 5BZBJ0823+2223 , 125.85317 , 22.38428 , 0.951 ,  ?  , 19.4 , 7300 , 2272 , 376 , 0.17 , 
1104 , 5BZQJ0823+2928 , 125.92108 , 29.4745 , 2.368 ,  , 18.8 , 7211 , 469 ,  ,  , 
1105 , 5BZQJ0824+5552 , 126.19683 , 55.87858 , 1.417 ,  , 18.1 , 7211 , 1449 , 263 , 0.64 , 8e-10
1106 , 5BZQJ0824-1527 , 126.21508 , -15.46275 , 1.289 ,  , 18.9 , 7211 , 170 ,  ,  , 
1107 , 5BZQJ0824+3916 , 126.23117 , 39.27833 , 1.216 ,  , 17.9 , 7211 , 1481 , 583 , 1.06 , 4e-10
1108 , 5BZQJ0825+1332 , 126.29971 , 13.54244 , 1.143 ,  , 19.8 , 7211 , 224 ,  ,  , 
1109 , 5BZQJ0825+6157 , 126.41092 , 61.95797 , 0.542 ,  , 17 , 7211 , 627 ,  , 0.75 , 
1110 , 5BZQJ0825+2704 , 126.44746 , 27.07281 , 0.693 ,  , 19.7 , 7211 , 108 ,  , 0.38 , 
1111 , 5BZBJ0825+0309 , 126.45979 , 3.15678 , 0.506 ,  , 18.3 , 7300 , 1400 ,  , 1.57 , 7e-10
1112 , 5BZBJ0826-2230 , 126.50658 , -22.50756 , 0.91 ,  , 15 , 7300 , 519 , 493 , 1.32 , 4.5e-9
1113 , 5BZBJ0826+4130 , 126.51646 , 41.51219 ,  ,  , 19.2 , 7300 , 12 ,  ,  , 
1114 , 5BZBJ0827+0841 , 126.77954 , 8.68931 ,  ,  , 19.5 , 7390 , 15 ,  , 0.6 , 
1115 , 5BZQJ0827+3525 , 126.91083 , 35.41811 , 2.25 ,  , 20.8 , 7211 , 957 ,  ,  , 
1116 , 5BZBJ0828+2312 , 127.00479 , 23.20494 ,  ,  , 19.9 , 7300 , 36 ,  ,  , 
1117 , 5BZGJ0828+4153 , 127.05921 , 41.89781 , 0.226 ,  , 17.5 , 7309 , 91 ,  , 1.13 , 
1118 , 5BZGJ0829+1754 , 127.27012 , 17.90442 , 0.089 ,  , 15.6 , 7309 , 335 ,  , 1.51 , 
1119 , 5BZGJ0830+3923 , 127.58067 , 39.39628 ,  ,  , 17.4 , 7309 , 58 ,  ,  , 
1120 , 5BZQJ0830-0636 , 127.70725 , -6.60556 , 1.73 ,  , 18.8 , 7211 , 128 ,  ,  , 
1121 , 5BZQJ0830+2410 , 127.71704 , 24.18331 , 0.939 ,  ?  , 17.1 , 7211 , 739 ,  , 1.36 , 1.1e-9
1122 , 5BZGJ0831+5400 , 127.75154 , 54.00653 , 0.062 ,  , 15.3 , 7309 , 16 ,  ,  , 
1123 , 5BZQJ0831-2228 , 127.78812 , -22.47411 , 1.599 ,  , 18.6 , 7211 , 207 ,  ,  , 
1124 , 5BZBJ0831+1746 , 127.88775 , 17.77519 ,  ,  , 18.6 , 7300 , 33 ,  ,  , 
1125 , 5BZGJ0831+4608 , 127.91588 , 46.13361 , 0.131 ,  , 16.1 , 7309 , 132 ,  ,  , 
1126 , 5BZBJ0831+0429 , 127.95367 , 4.49419 , 0.174 ,  , 15.4 , 7300 , 1241 , 468 , 0.6 , 5e-9
1127 , 5BZQJ0831+0847 , 127.97954 , 8.79544 , 0.941 ,  , 19.7 , 7211 , 95 , 833 , 0.32 , 
1128 , 5BZBJ0832+4913 , 128.09671 , 49.22256 ,  ,  , 19.3 , 7300 , 344 , 340 , 0.15 , 
1129 , 5BZBJ0832+3300 , 128.21442 , 33.00306 , 0.672 ,  , 20.4 , 7300 , 4 ,  , 1.54 , 
1130 , 5BZQJ0833+0350 , 128.32888 , 3.84236 , 0.903 ,  , 19.5 , 7211 , 238 ,  ,  , 
1131 , 5BZQJ0833-7305 , 128.42975 , -73.09061 , 1.989 ,  , 20.7 , 7211 , 259 ,  ,  , 
1132 , 5BZQJ0833+4224 , 128.4745 , 42.40053 , 0.249 ,  , 17 , 7211 , 249 , 433 , 0.77 , 7e-10
1133 , 5BZBJ0833+4726 , 128.48783 , 47.44806 , 0.494 ,  , 18.8 , 7300 , 11 ,  , 1.11 , 
1134 , 5BZQJ0834+6019 , 128.57312 , 60.32975 , 0.72 ,  , 19.8 , 7211 , 190 ,  , 0.18 , 
1135 , 5BZBJ0834+1825 , 128.57333 , 18.41717 , 0.336 ,  , 18.7 , 7300 , 20 ,  , 0.2 , 
1136 , 5BZQJ0834-2241 , 128.68408 , -22.68689 , 1.064 ,  , 19.9 , 7211 , 110 ,  ,  , 
1137 , 5BZGJ0834+5534 , 128.72904 , 55.57278 , 0.242 ,  , 17.2 , 7309 , 8283 ,  , 1.21 , 
1138 , 5BZBJ0834+4403 , 128.7425 , 44.06064 ,  ,  , 18 , 7300 , 149 ,  ,  , 5e-10
1139 , 5BZBJ0835+0937 , 128.93 , 9.62167 ,  ,  , 18.3 , 7300 , 79 ,  ,  , 
1140 , 5BZQJ0835+6835 , 128.94846 , 68.58667 , 1.414 ,  , 18.6 , 7211 , 88 ,  ,  , 
1141 , 5BZGJ0835+1517 , 128.95058 , 15.28808 , 0.169 ,  , 16.7 , 7309 , 50 ,  ,  , 
1142 , 5BZQJ0836+0053 , 129.06588 , 0.88347 , 1.826 ,  , 23.2 , 7211 , 24 ,  ,  , 
1143 , 5BZQJ0836+2728 , 129.09537 , 27.48128 , 0.765 ,  , 19.6 , 7211 , 313 ,  , 0.22 , 
1144 , 5BZQJ0836+4125 , 129.15375 , 41.43189 , 1.301 ,  , 17.4 , 7211 , 488 ,  , 0.87 , 
1145 , 5BZQJ0836-2016 , 129.16337 , -20.28322 , 2.752 ,  , 18.5 , 7211 , 1971 ,  , 0.47 , 
1146 , 5BZQJ0836-2233 , 129.21154 , -22.55281 , 0.837 ,  , 15.9 , 7211 , 464 , 393 , 0.71 , 
1147 , 5BZQJ0837+5825 , 129.34342 , 58.41731 , 2.101 ,  , 17.9 , 7211 , 690 ,  , 0.11 , 
1148 , 5BZBJ0837+1458 , 129.35296 , 14.97217 , 0.278 ,  , 17.3 , 7300 , 54 ,  , 11.5 , 
1149 , 5BZQJ0837+2454 , 129.41767 , 24.90636 , 1.122 ,  , 18 , 7211 , 522 ,  , 0.32 , 
1150 , 5BZBJ0837+1759 , 129.43333 , 17.98889 , 0.313 ,  , 18.4 , 7300 , 8 ,  ,  , 
1151 , 5BZGJ0839+4015 , 129.76287 , 40.26272 , 0.194 ,  , 16.9 , 7309 , 45 ,  ,  , 
1152 , 5BZBJ0839+3618 , 129.82817 , 36.31547 , 0.335 ,  , 19.2 , 7300 , 9 ,  , 0.48 , 
