id , 3HSP Source name , BZcat name , R.A. , Dec , NVSS/FIRSTflux density(mJy) , Redshift , X-ray flux d. @ 1keV (μJy) , Log(peak flux) , FOM , γ-ray counterpart , Fermi γ-ray slope , 2WHSP name
700 , 3HSPJ083724.6+145820 , 5BZBJ0837+1458 , 129.35262 , 14.97222 , 54.3 , 0.278 ,  , -11 , 3.98 ,  , 2 , 2WHSPJ083724.5+145819
701 , 3HSPJ083918.7+361855 , 5BZBJ0839+3618 , 129.82812 , 36.31528 , 9.1 , 0.335 , 0.04 , -12.4 , 0.16 ,  ,  , 2WHSPJ083918.7+361855
702 , 3HSPJ083952.7-054547 ,  , 129.96954 , -5.76306 , 5.3 ,  , 0.12 , -12.1 , 0.32 ,  ,  , 2WHSPJ083952.6-054547
703 , 3HSPJ083955.1+121702 ,  , 129.97963 , 12.28389 , 18.2 , 0.336 , 0.22 , -12.1 , 0.32 ,  ,  , 2WHSPJ083955.0+121702
704 , 3HSPJ084018.9-191028 ,  , 130.07858 , -19.17444 , 156.8 ,  , 0.13 , -11.6 , 1 ,  ,  , 2WHSPJ084018.7-191027
705 , 3HSPJ084121.6-355505 , 5BZBJ0841-3555 , 130.34012 , -35.91806 , 73.7 ,  , 1.29 , -11 , 3.98 ,  , 1.76 , 
706 , 3HSPJ084225.1+025252 , 5BZBJ0842+0252 , 130.60629 , 2.88111 , 16.9 , 0.425 , 0.03 , -12.4 , 0.16 ,  , 1.81 , 
707 , 3HSPJ084310.0+503410 ,  , 130.79254 , 50.56944 , 11.2 , 0.439 , 0.1 , -12.3 , 0.2 ,  ,  , 2WHSPJ084310.2+503409
708 , 3HSPJ084345.9-194808 ,  , 130.94121 , -19.80222 , 8 , 0.55 , 0.07 , -12.7 , 0.08 ,  ,  , 2WHSPJ084345.7-194807
709 , 3HSPJ084452.3+280410 ,  , 131.21783 , 28.06944 , 1.8 , 0.453 , 0.15 , -12.3 , 0.2 ,  ,  , 2WHSPJ084452.2+280409
710 , 3HSPJ084701.6-233701 , 5BZUJ0847-2337 , 131.75654 , -23.61694 , 145.4 , 0.061 , 1.03 , -11.7 , 0.79 , 2FHL J0846.8-2333 , 2.03 , 2WHSPJ084701.4-233700
711 , 3HSPJ084712.9+113350 , 5BZBJ0847+1133 , 131.80388 , 11.56389 , 33.3 , 0.198 , 2.14 , -11.2 , 2.51 , 2FHL J0847.2+1133 , 1.74 , 2WHSPJ084712.8+113350
712 , 3HSPJ084828.0+811147 , 5BZGJ0848+8111 , 132.11662 , 81.19639 , 13 , 0.175 , 0.2 , >-12.2 , 0.25 ,  ,  , 2WHSPJ084827.9+811147
713 , 3HSPJ084839.7+050618 , 5BZBJ0848+0506 , 132.16529 , 5.105 , 2.7 ,  , 0.27 , -12.1 , 0.32 ,  , 1.68 , 
714 , 3HSPJ085036.2+345522 , 5BZGJ0850+3455 , 132.65079 , 34.92278 , 35.5 , 0.145 , 0.07 , -11.9 , 0.5 ,  , 1.92 , 
715 , 3HSPJ085103.0+054906 , 5BZBJ0851+0549 , 132.76238 , 5.81833 , 7.4 , 0.48 , 0.1 , -12.3 , 0.2 ,  ,  , 2WHSPJ085102.8+054905
716 , 3HSPJ085242.9+430254 ,  , 133.17888 , 43.04833 , 19.6 , 0.53 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ085242.8+430253
717 , 3HSPJ085310.1-365820 ,  , 133.29379 , -36.97222 , 205.6 ,  ,  , -11 , 3.98 , 2FHL J0853.1-3657 , 2.06 , 
718 , 3HSPJ085315.9+072229 ,  , 133.31621 , 7.37472 , 6.4 , 0.49 , 0.2 , -12.2 , 0.25 ,  ,  , 2WHSPJ085315.7+072228
719 , 3HSPJ085406.6+482324 ,  , 133.52742 , 48.39 , 8.4 , 0.114 , 0.05 , -12.8? , 0.06 ,  ,  , 2WHSPJ085406.4+482324
720 , 3HSPJ085409.9+440830 , 5BZBJ0854+4408 , 133.54117 , 44.14167 , 79.9 , 0.23 , 0.35 , -11.7 , 0.79 ,  , 1.81 , 2WHSPJ085409.7+440830
721 , 3HSPJ085410.2+275421 , 5BZBJ0854+2754 , 133.54233 , 27.90583 , 14.5 , 0.494 ,  , -12.7 , 0.08 ,  , 1.55 , 
722 , 3HSPJ085440.1+162902 ,  , 133.66729 , 16.48389 , 1.9 , 0.58 ,  , -12.8 , 0.06 ,  ,  , 2WHSPJ085440.0+162902
723 , 3HSPJ085542.8+110315 ,  , 133.92853 , 11.05407 ,  , 0.3 ,  , >-12.7 , 0.08 ,  ,  , 
724 , 3HSPJ085549.3+423711 , 5BZBJ0855+4237 , 133.95562 , 42.61972 , 4 , 0.517 , 0.09 , -12.6 , 0.1 ,  ,  , 
725 , 3HSPJ085627.2+602040 ,  , 134.11342 , 60.34444 , 16.5 , 0.24 , 0.05 , -12.6? , 0.1 ,  ,  , 2WHSPJ085627.1+602039
726 , 3HSPJ085659.2+513554 ,  , 134.24687 , 51.59833 , 1.5 , 0.77 , 0.03 , -12.9? , 0.05 ,  ,  , 2WHSPJ085659.2+513553
727 , 3HSPJ085730.1+062727 , 5BZGJ0857+0627 , 134.37546 , 6.4575 , 12.3 , 0.338 , 0.1 , -12.5 , 0.13 ,  ,  , 2WHSPJ085730.1+062726
728 , 3HSPJ085749.1+013530 , 5BZBJ0857+0135 , 134.45754 , 1.59167 , 89.1 , 0.281 , 0.18 , -11.9 , 0.5 ,  , 2.51 , 2WHSPJ085749.8+013530
729 , 3HSPJ085802.9-313038 ,  , 134.51208 , -31.51056 , 5.6 , 0.34 , 0.8 , -11.8? , 0.63 , 2FHL J0858.0-3130 , 1.73 , 
730 , 3HSPJ085834.3-071840 ,  , 134.643 , -7.31111 , 4.6 ,  , 0.17 , -12.3 , 0.2 ,  ,  , 2WHSPJ085834.3-071839
731 , 3HSPJ085910.3+834500 , 5BZBJ0859+8345 , 134.79279 , 83.75 , 10.3 , 0.33 , 0.35 , >-11.8 , 0.63 ,  ,  , 2WHSPJ085910.1+834500
732 , 3HSPJ085920.6+004712 , 5BZBJ0859+0047 , 134.83567 , 0.78667 , 39.1 , 0.57 , 0.65 , -11.9 , 0.5 ,  , 1.68 , 2WHSPJ085920.5+004712
733 , 3HSPJ085930.6+621730 , 5BZBJ0859+6217 , 134.87762 , 62.29167 , 22.2 , 0.38 , 0.08 , -12.3 , 0.2 ,  , 2.43 , 2WHSPJ085930.6+621730
734 , 3HSPJ085958.4+560239 ,  , 134.99342 , 56.04417 , 1.8 , 0.6 , 0.06 , -12.5? , 0.13 ,  ,  , 2WHSPJ085958.3+560239
735 , 3HSPJ085958.7+294424 ,  , 134.99438 , 29.74 , 1.4 , 0.481 , 0.05 , -12.6? , 0.1 ,  ,  , 2WHSPJ085958.6+294423
736 , 3HSPJ090038.7+674223 , 5BZBJ0900+6742 , 135.16121 , 67.70639 , 99 ,  ,  , -12.6 , 0.1 ,  , 2.47 , 
737 , 3HSPJ090051.1-154130 ,  , 135.21504 , -15.69167 , 33.2 , 0.28 , 0.11 , -12.2 , 0.25 ,  ,  , 2WHSPJ090051.5-154130
738 , 3HSPJ090132.0-043001 ,  , 135.38354 , -4.50028 , 11.2 , 0.38 , 0.11 , -12.5 , 0.13 ,  ,  , 2WHSPJ090131.9-043001
739 , 3HSPJ090133.8+671316 ,  , 135.39088 , 67.22111 , 7.3 , 0.55 ,  , -12.5? , 0.13 ,  , 1.97 , 
740 , 3HSPJ090200.2+431001 ,  , 135.50075 , 43.16694 , 19.9 , 0.646 , 0.03 , -12.7 , 0.08 ,  ,  , 2WHSPJ090200.1+431000
741 , 3HSPJ090314.7+405559 , 5BZGJ0903+4055 , 135.81125 , 40.93306 , 38.3 , 0.188 , 0.08 , -12.3 , 0.2 ,  , 2.04 , 
742 , 3HSPJ090318.0+344339 ,  , 135.82496 , 34.7275 , 4.6 , 0.61 ,  , -12.7? , 0.08 ,  ,  , 2WHSPJ090317.8+344338
743 , 3HSPJ090416.8+725945 ,  , 136.07008 , 72.99583 , 14.5 , 0.25 , 0.11 , -12.4? , 0.16 ,  ,  , 2WHSPJ090416.8+725944
744 , 3HSPJ090523.1-053146 ,  , 136.34621 , -5.52944 , 1.6 , 0.7 , 0.01 , -12.8 , 0.06 ,  ,  , 2WHSPJ090522.9-053145
745 , 3HSPJ090535.0+135806 , 5BZBJ0905+1358 , 136.39575 , 13.96833 , 129.4 , 0.34 , 0.11 , -11.3 , 2 , 2FHL J0905.7+1359 , 1.84 , 2WHSPJ090534.9+135805
746 , 3HSPJ090802.2-095937 , 5BZUJ0908-0959 , 137.00921 , -9.99361 , 183.6 , 0.054 , 0.52 , -11.8 , 0.63 ,  , 1.82 , 2WHSPJ090802.2-095936
747 , 3HSPJ090809.1-072709 ,  , 137.03808 , -7.4525 , 10.5 , 0.22 , 0.09 , -12.5 , 0.13 ,  ,  , 2WHSPJ090809.1-072708
748 , 3HSPJ090812.1+603540 ,  , 137.05046 , 60.59444 , 9.1 , 0.294 , 0.04 , -12.3 , 0.2 ,  ,  , 2WHSPJ090812.1+603539
749 , 3HSPJ090849.7+444604 ,  , 137.207 , 44.76778 , 10.7 , 0.348 , 0.08 , -12.7? , 0.08 ,  ,  , 2WHSPJ090849.6+444604
750 , 3HSPJ090858.7-211854 ,  , 137.24442 , -21.315 , 10.8 , 0.33 , 0.16 , -11.9 , 0.5 ,  , 2.37 , 2WHSPJ090858.6-211854
751 , 3HSPJ090900.6+231112 , 5BZBJ0909+2311 , 137.25262 , 23.18667 , 47.4 , 0.223 , 0.17 , -11.8 , 0.63 ,  , 1.72 , 2WHSPJ090900.6+231112
752 , 3HSPJ090953.3+310603 , 5BZBJ0909+3106 , 137.472 , 31.10083 , 195.6 , 0.272 , 0.58 , -11.6 , 1 ,  , 1.91 , 2WHSPJ090953.2+310602
753 , 3HSPJ091003.9-181612 ,  , 137.51612 , -18.27 , 6.6 , 0.45 ,  , -12.4? , 0.16 ,  , 1.96 , 
754 , 3HSPJ091037.0+332924 , 5BZBJ0910+3329 , 137.65429 , 33.49 , 105.7 , 0.35 , 0.24 , -11.1 , 3.16 , 2FHL J0910.4+3327 , 1.98 , 2WHSPJ091037.0+332924
755 , 3HSPJ091211.2+275927 , 5BZBJ0912+2759 , 138.04675 , 27.99083 , 4.4 , 0.56 , 0.12 , -12.3 , 0.2 ,  , 1.54 , 
756 , 3HSPJ091222.9-251825 ,  , 138.09546 , -25.30694 , 24.6 , 0.33 , 0.13 , -12.1? , 0.32 ,  ,  , 2WHSPJ091222.9-251824
757 , 3HSPJ091230.1+155527 , 5BZGJ0912+1555 , 138.12754 , 15.92417 , 29.6 , 0.212 , 0.37 , -12 , 0.4 ,  , 1.35 , 2WHSPJ091230.5+155527
758 , 3HSPJ091256.8+520947 ,  , 138.23683 , 52.16306 , 2.3 , 0.411 ,  , -12.5? , 0.13 ,  ,  , 2WHSPJ091256.8+520947
759 , 3HSPJ091300.2-210321 , 5BZBJ0913-2103 , 138.25092 , -21.05583 , 329.5 , 0.198 , 3.28 , -11.1 , 3.16 , 2FHL J0913.1-2058 , 1.94 , 2WHSPJ091300.1-210320
760 , 3HSPJ091322.4+813305 , 5BZBJ0913+8133 , 138.34321 , 81.55139 , 5.1 , 0.639 , 0.3 , -12.1? , 0.32 ,  , 1.49 , 2WHSPJ091322.3+813305
761 , 3HSPJ091326.8+782923 ,  , 138.3615 , 78.48972 , 9.8 , 0.47 , 0.04 , -12.7 , 0.08 ,  ,  , 2WHSPJ091326.7+782922
762 , 3HSPJ091408.3-015945 ,  , 138.53442 , -1.99583 , 10.4 , 0.49 , 0.09 , -12.4 , 0.16 ,  , 2.47 , 2WHSPJ091408.2-015944
763 , 3HSPJ091429.1+684508 ,  , 138.62379 , 68.75222 , 28.1 , 0.45 ,  , >-12.3 , 0.2 ,  , 1.88 , 
764 , 3HSPJ091522.5-203625 ,  , 138.84388 , -20.60694 , 17.7 ,  , 0.06 , -12.3 , 0.2 ,  ,  , 2WHSPJ091522.4-203624
765 , 3HSPJ091552.4+293324 , 5BZBJ0915+2933 , 138.96833 , 29.55667 , 342.1 , 0.19 , 2.18 , -11.1 , 3.16 , 2FHL J0915.9+2931 , 1.88 , 2WHSPJ091552.3+293324
766 , 3HSPJ091552.9+473820 , 5BZBJ0915+4738 , 138.97058 , 47.63889 , 7.1 , 0.407 , 0.06 , -12.7? , 0.08 ,  ,  , 2WHSPJ091552.9+473820
767 , 3HSPJ091651.9+523828 , 5BZGJ0916+5238 , 139.21642 , 52.64111 , 139 , 0.19 , 0.62 , -11.7 , 0.79 ,  , 1.79 , 2WHSPJ091651.8+523827
768 , 3HSPJ091714.1-034314 ,  , 139.31087 , -3.72056 , 32.2 , 0.308 , 0.35 , -12 , 0.4 ,  , 1.76 , 2WHSPJ091714.5-034314
769 , 3HSPJ091925.6+110659 , 5BZBJ0919+1106 , 139.85687 , 11.11639 , 35.4 , 0.425 , 0.3 , -12.5 , 0.13 ,  ,  , 2WHSPJ091925.6+110659
770 , 3HSPJ091926.2-220042 ,  , 139.85929 , -22.01167 , 6.7 , 0.45 , 0.11 , -12.4 , 0.16 ,  , 2.2 , 2WHSPJ091926.2-220042
771 , 3HSPJ092015.6+391013 , 5BZBJ0920+3910 , 140.06496 , 39.17028 , 8.9 , 0.607 , 0.04 , -12.8 , 0.06 ,  ,  , 2WHSPJ092015.4+391013
772 , 3HSPJ092057.5-225721 ,  , 140.23946 , -22.95583 , 14.4 , 0.32 , 0.92 , -11.7 , 0.79 ,  , 1.55 , 2WHSPJ092057.4-225720
773 , 3HSPJ092113.1+684902 ,  , 140.30442 , 68.81722 , 25.4 ,  , 0.03 , -12.5 , 0.13 ,  ,  , 2WHSPJ092113.0+684901
774 , 3HSPJ092252.0+755403 ,  , 140.71671 , 75.90083 , 7.9 , 0.4 , 0.12 , -12.4 , 0.16 ,  ,  , 2WHSPJ092252.0+755402
775 , 3HSPJ092339.1+052649 ,  , 140.91283 , 5.44694 , 18.4 , 0.27 , 0.12 , -12.2? , 0.25 ,  ,  , 2WHSPJ092339.0+052648
776 , 3HSPJ092401.0+053345 , 5BZBJ0924+0533 , 141.00437 , 5.5625 , 7.6 , 0.57 , 0.71 , -11.9 , 0.5 ,  , 2.43 , 2WHSPJ092401.0+053345
777 , 3HSPJ092405.8+530033 , 5BZBJ0924+5300 , 141.02421 , 53.00917 , 7.7 , 0.64 , 0.07 , -12.8? , 0.06 ,  ,  , 2WHSPJ092405.8+530033
778 , 3HSPJ092542.9+595816 , 5BZBJ0925+5958 , 141.42871 , 59.97111 , 10.1 , 0.7 , 0.1 , -12.4 , 0.16 ,  , 1.65 , 2WHSPJ092542.7+595815
779 , 3HSPJ092702.3+513733 ,  , 141.75979 , 51.62583 , 1.7 , 0.413 , 0.05 , -12.8 , 0.06 ,  ,  , 2WHSPJ092702.2+513732
780 , 3HSPJ092818.5+042109 ,  , 142.07692 , 4.3525 , 6.8 , 0.3 , 0.16 , -12.4 , 0.16 ,  ,  , 2WHSPJ092818.4+042109
781 , 3HSPJ092837.4+404845 , 5BZBJ0928+4048 , 142.156 , 40.8125 , 7.1 , 0.55 , 0.04 , -12 , 0.4 ,  , 1.84 , 
782 , 3HSPJ093004.0+494331 ,  , 142.51671 , 49.72528 , 3.2 , 0.573 , 0.07 , -12.8 , 0.06 ,  , 1.45 , 2WHSPJ093004.0+494331
783 , 3HSPJ093037.6+495025 , 5BZBJ0930+4950 , 142.65654 , 49.84028 , 21.6 , 0.187 , 1.99 , -11.3 , 2 ,  , 1.45 , 2WHSPJ093037.4+495025
784 , 3HSPJ093056.8+393335 , 5BZBJ0930+3933 , 142.73683 , 39.55972 , 13.1 , 0.639 , 0.18 , -12.3? , 0.2 ,  ,  , 2WHSPJ093056.8+393334
785 , 3HSPJ093239.4+104235 , 5BZBJ0932+1042 , 143.16404 , 10.70972 , 33.7 , 0.361 , 0.16 , -12 , 0.4 ,  , 2 , 2WHSPJ093239.2+104234
786 , 3HSPJ093303.0+045235 ,  , 143.26417 , 4.87639 , 3.6 , 0.378 , 0.14 , -12.4 , 0.16 ,  ,  , 2WHSPJ093303.4+045235
787 , 3HSPJ093322.0+213211 ,  , 143.34162 , 21.53639 , 1.2 , 0.43 ,  , -12.8 , 0.06 ,  ,  , 2WHSPJ093321.9+213211
788 , 3HSPJ093430.2-172121 , 5BZBJ0934-1721 , 143.62579 , -17.35583 , 29.5 , 0.25 , 0.99 , -11.6 , 1 ,  , 1.87 , 2WHSPJ093430.1-172120
789 , 3HSPJ093514.8-173658 ,  , 143.81158 , -17.61611 , 50.2 , 0.29 ,  , -12.1 , 0.32 ,  , 1.75 , 
790 , 3HSPJ093623.1-211039 ,  , 144.09633 , -21.1775 , 17.9 , 0.53 , 0.25 , -12.4 , 0.16 ,  , 1.84 , 
791 , 3HSPJ093754.7-143350 ,  , 144.478 , -14.56389 , 4.9 , 0.27 ,  , -12 , 0.4 ,  , 1.89 , 
792 , 3HSPJ093848.6+441644 ,  , 144.70246 , 44.27889 , 42.9 , 0.615 , 0.04 , -12.9? , 0.05 ,  ,  , 2WHSPJ093848.4+441644
793 , 3HSPJ093904.1+491622 ,  , 144.76879 , 49.27278 , 13.9 , 0.403 ,  , -12.6 , 0.1 ,  ,  , 2WHSPJ093904.5+491622
794 , 3HSPJ093938.5-031503 ,  , 144.91046 , -3.25083 , 2.2 ,  ,  , -12.2 , 0.25 ,  ,  , 2WHSPJ093938.5-031502
795 , 3HSPJ094022.4+614826 , 5BZGJ0940+6148 , 145.0935 , 61.80722 , 12.9 , 0.21 , 0.41 , -11.8 , 0.63 ,  , 2.3 , 2WHSPJ094022.3+614825
796 , 3HSPJ094223.3+284414 , 5BZBJ0942+2844 , 145.59704 , 28.73722 , 22.1 , 0.366 , 0.04 , -12.8 , 0.06 ,  , 1.9 , 
797 , 3HSPJ094309.5+135132 ,  , 145.7895 , 13.85889 , 12.1 , 0.569 , 0.06 , -12.8? , 0.06 ,  ,  , 2WHSPJ094309.4+135132
798 , 3HSPJ094340.7+444215 ,  , 145.91975 , 44.70417 , 35.5 , 0.48 ,  , -12.6 , 0.1 ,  ,  , 2WHSPJ094340.6+444215
799 , 3HSPJ094355.6-070950 , 5BZBJ0943-0709 , 145.9815 , -7.16389 , 7.3 , 0.433 , 0.4 , -12.3 , 0.2 ,  ,  , 2WHSPJ094355.4-070950
800 , 3HSPJ094432.3+573535 , 5BZBJ0944+5735 , 146.13467 , 57.59306 , 1.9 , 0.717 , 0.34 , -12.5 , 0.13 ,  ,  , 2WHSPJ094432.2+573535
801 , 3HSPJ094502.0-044833 ,  , 146.25846 , -4.80917 , 28.8 , 0.43 , 0.1 , -12.6 , 0.1 ,  ,  , 2WHSPJ094501.9-044833
802 , 3HSPJ094537.1-301333 ,  , 146.40463 , -30.22583 , 5.9 , 0.43 , 0.13 , -12.4 , 0.16 ,  ,  , 2WHSPJ094537.0-301332
803 , 3HSPJ094606.1+215138 ,  , 146.52554 , 21.86056 , 5.4 , 0.489 , 0.08 , -12.7 , 0.08 ,  ,  , 2WHSPJ094606.1+215138
804 , 3HSPJ094620.2+010451 , 5BZBJ0946+0104 , 146.58425 , 1.08083 , 15.1 , 0.577 , 0.41 , -11.8 , 0.63 ,  , 1.7 , 2WHSPJ094620.2+010450
805 , 3HSPJ094630.7+105203 ,  , 146.62775 , 10.8675 , 11.8 , 0.161 , 0.29 , -12.1 , 0.32 ,  ,  , 2WHSPJ094630.6+105202
806 , 3HSPJ094709.5-254100 ,  , 146.78967 , -25.68333 , 42 ,  , 0.45 , -11.4 , 1.58 ,  , 1.95 , 2WHSPJ094709.4-254059
807 , 3HSPJ094934.0+480826 ,  , 147.39146 , 48.14056 , 28.8 , 0.728 ,  , -13.1 , 0.03 ,  ,  , 2WHSPJ094933.9+480826
808 , 3HSPJ095040.9+383044 ,  , 147.67046 , 38.51222 , 7.9 , 0.5 , 0.08 , -12.7? , 0.08 ,  ,  , 2WHSPJ095040.9+383043
809 , 3HSPJ095127.8+010210 , 5BZBJ0951+0102 , 147.86596 , 1.03611 , 22.3 , 0.5 , 0.08 , -12.3 , 0.2 ,  ,  , 2WHSPJ095127.7+010209
810 , 3HSPJ095202.3-171443 ,  , 148.00938 , -17.24528 , 4.8 , 0.45 , 0.09 , -12.6 , 0.1 ,  ,  , 2WHSPJ095202.2-171443
811 , 3HSPJ095214.7+393615 , 5BZBJ0952+3936 , 148.06133 , 39.60417 , 3.2 , 0.58 , 0.25 , -12.2 , 0.25 ,  , 2.5 , 2WHSPJ095214.6+393615
812 , 3HSPJ095224.1+750213 , 5BZBJ0952+7502 , 148.10058 , 75.03694 , 12.4 , 0.181 , 0.29 , -12 , 0.4 , 2FHL J0952.2+7503 , 1.28 , 2WHSPJ095224.1+750212
813 , 3HSPJ095249.6+071330 ,  , 148.20654 , 7.225 , 28.2 , 0.31 ,  , -12.3 , 0.2 ,  , 1.7 , 
814 , 3HSPJ095302.7-084018 , 5BZBJ0953-0840 , 148.26125 , -8.67167 , 85.3 , 0.37 , 0.26 , -11.3 , 2 , 2FHL J0952.9-0841 , 1.81 , 2WHSPJ095302.6-084018
815 , 3HSPJ095304.3-765802 ,  , 148.26812 , -76.96722 , 23.9 , 0.25 , 0.24 , -11.7 , 0.79 ,  , 1.91 , 2WHSPJ095304.3-765801
816 , 3HSPJ095409.9+491459 , 5BZBJ0954+4914 , 148.54108 , 49.24972 , 2.9 , 0.41 , 0.46 , -12 , 0.4 ,  , 1.33 , 2WHSPJ095409.7+491458
817 , 3HSPJ095419.6-251958 ,  , 148.58183 , -25.33278 , 8.2 , 0.32 ,  , -12.4? , 0.16 ,  , 1.86 , 
818 , 3HSPJ095507.1+355100 , 5BZBJ0955+3551 , 148.78292 , 35.85 , 7.9 , 0.557 , 0.26 , -11.8 , 0.63 ,  , 1.88 , 2WHSPJ095507.9+355100
819 , 3HSPJ095518.5-294612 ,  , 148.82692 , -29.77 , 10.2 ,  , 0.16 , -12 , 0.4 ,  ,  , 2WHSPJ095518.4-294611
820 , 3HSPJ095549.7+101429 ,  , 148.95692 , 10.24139 , 2.4 , 0.373 , 0.03 , -12.7 , 0.08 ,  ,  , 2WHSPJ095549.6+101429
821 , 3HSPJ095622.6-095514 ,  , 149.09425 , -9.92056 , 14.4 , 0.31 ,  , -12.2 , 0.25 ,  , 1.81 , 2WHSPJ095622.6-095514
822 , 3HSPJ095628.0-095719 ,  , 149.11754 , -9.95528 , 94.7 , 0.161 , 0.51 , -11.8 , 0.63 ,  , 1.68 , 2WHSPJ095628.2-095719
823 , 3HSPJ095649.5+015601 , 5BZBJ0956+0156 , 149.20642 , 1.93361 , 4.8 , 0.65 , 0.28 , -12.7? , 0.08 ,  ,  , 2WHSPJ095649.5+015600
824 , 3HSPJ095800.6+473734 ,  , 149.50246 , 47.62611 , 4.7 , 0.485 ,  , -12.8 , 0.06 ,  , 2.54 , 2WHSPJ095800.4+473733
825 , 3HSPJ095806.0-031740 , 5BZBJ0958-0317 , 149.52496 , -3.29444 , 7.6 , 0.43 , 0.33 , -12 , 0.4 ,  , 1.52 , 2WHSPJ095805.8-031739
826 , 3HSPJ095813.0-675242 ,  , 149.55417 , -67.87833 , 39.5 , 0.21 , 1.21 , -11.6 , 1 ,  , 2.21 , 2WHSPJ095813.0-675241
827 , 3HSPJ095849.0+013219 ,  , 149.70429 , 1.53861 , 1 , 0.42 , 0.19 , -12.4 , 0.16 ,  ,  , 2WHSPJ095849.0+013218
828 , 3HSPJ095849.8+703959 ,  , 149.70758 , 70.66639 , 31.4 , 0.31 ,  , -12.6 , 0.1 ,  , 2.03 , 2WHSPJ095849.8+703959
829 , 3HSPJ095904.3-074413 ,  , 149.76779 , -7.73694 , 14.2 ,  , 0.08 , -12.2 , 0.25 ,  ,  , 2WHSPJ095904.2-074412
830 , 3HSPJ095929.9+212321 , 5BZBJ0959+2123 , 149.87454 , 21.38917 , 40.9 , 0.36 , 1.18 , -11.9 , 0.5 ,  , 2.15 , 2WHSPJ095929.8+212321
831 , 3HSPJ095947.8-113725 ,  , 149.94908 , -11.62361 , 11.3 , 0.45 , 0.08 , -12.5 , 0.13 ,  ,  , 2WHSPJ095947.6-113724
832 , 3HSPJ100009.0-000319 ,  , 150.03738 , -0.05528 , 5.6 , 0.63 , 0.04 , -13.1 , 0.03 ,  ,  , 2WHSPJ100008.8-000319
833 , 3HSPJ100202.0+340837 ,  , 150.50962 , 34.14361 , 18.3 , 0.412 , 0.05 , -12.9 , 0.05 ,  ,  , 2WHSPJ100202.2+340836
834 , 3HSPJ100234.0+221615 , 5BZBJ1002+2216 , 150.64337 , 22.27083 , 14 , 0.4 , 0.12 , -11.8 , 0.63 ,  , 2.31 , 2WHSPJ100234.3+221614
835 , 3HSPJ100313.9+705912 ,  , 150.80804 , 70.98667 , 5.4 ,  ,  , -12.7? , 0.08 ,  ,  , 2WHSPJ100313.9+705912
836 , 3HSPJ100316.7+434401 ,  , 150.81946 , 43.73361 , 5.7 , 0.48 ,  , -12.9 , 0.05 ,  ,  , 2WHSPJ100316.6+434400
837 , 3HSPJ100326.6+020455 ,  , 150.86092 , 2.08194 , 6.1 , 0.48 ,  , -12.3 , 0.2 ,  , 1.96 , 
838 , 3HSPJ100342.9-213809 ,  , 150.92858 , -21.63583 , 11.4 , 0.17 , 0.27 , -12? , 0.4 ,  , 1.77 , 
839 , 3HSPJ100408.2+144909 ,  , 151.03404 , 14.81917 , 3.5 , 0.712 , 0.08 , -12.3 , 0.2 ,  ,  , 2WHSPJ100408.0+144909
840 , 3HSPJ100444.8+375212 , 5BZBJ1004+3752 , 151.18654 , 37.87 , 48.8 , 0.44 , 0.15 , -12.2 , 0.25 ,  ,  , 2WHSPJ100444.6+375211
841 , 3HSPJ100520.5+240504 ,  , 151.33529 , 24.08444 , 7 , 0.476 ,  , -12.4 , 0.16 ,  ,  , 2WHSPJ100520.4+240503
842 , 3HSPJ100612.2+644011 , 5BZBJ1006+6440 , 151.55092 , 64.66972 , 44.1 , 0.39 , 0.1 , -12.1 , 0.32 ,  , 2 , 2WHSPJ100612.1+644010
843 , 3HSPJ100652.9-075545 ,  , 151.72037 , -7.92917 , 10.7 , 0.4 ,  , -12.5 , 0.13 ,  ,  , 2WHSPJ100652.7-075545
844 , 3HSPJ100656.5+345445 , 5BZBJ1006+3454 , 151.73529 , 34.9125 , 6.7 , 0.612 , 0.33 , -12.2 , 0.25 ,  , 1.66 , 2WHSPJ100656.4+345445
845 , 3HSPJ100811.4+470521 , 5BZBJ1008+4705 , 152.04763 , 47.08917 , 4.9 , 0.343 , 1.21 , -11.6 , 1 ,  ,  , 2WHSPJ100811.4+470521
846 , 3HSPJ101016.0-311908 , 5BZBJ1010-3119 , 152.56658 , -31.31889 , 89.5 , 0.14 , 2.69 , -11.1 , 3.16 , 2FHL J1010.2-3119 , 1.58 , 2WHSPJ101015.9-311908
847 , 3HSPJ101244.3+422957 , 5BZBJ1012+4229 , 153.1845 , 42.49917 , 79.6 , 0.365 , 1.12 , -11.8 , 0.63 ,  , 1.66 , 2WHSPJ101244.2+422957
848 , 3HSPJ101258.3+393238 , 5BZGJ1012+3932 , 153.24308 , 39.54389 , 19.9 , 0.17 , 0.13 , -12.4 , 0.16 ,  ,  , 2WHSPJ101258.3+393238
849 , 3HSPJ101312.5+083209 ,  , 153.30204 , 8.53583 , 8.1 , 0.602 ,  , -12.5 , 0.13 ,  ,  , 2WHSPJ101312.4+083208
850 , 3HSPJ101436.7-210142 ,  , 153.65279 , -21.02833 , 9.6 , 0.45 , 0.19 , -12.3 , 0.2 ,  ,  , 2WHSPJ101436.6-210141
