id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , 0.1-100 GeV Energy Flux Error (erg cm-2 s-1) , Spectrum Type , Power Law Index , Flux 50-100 MeV (ph/cm2/s) , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Signif. Peak , Flux Peak (ph/cm2/s) , Flux Peak Error (ph/cm2/s) , Previous Fermi Association , Other Gamma Catalog Associations , TeVCat Flag , TeV Assoc. Name , Class , Association , Assoc. Probability , R.A. Counterpart , Dec. Counterpart , Counterpart Error
732 , 4FGL J0359.3+3626 , 59.8321 , 36.4398 ,  , 6.470e-13 , LogParabola , 2.6332672 , <1.312e-8 , 2.474e-9 , 1.841e-9 , 2.769e-10 , 1.050e-11 , <4.709e-12 , <5.715e-12 , 7.225e-15 , 7.109e-13 , 1.285e-12 , 5.778e-13 , 5.481e-14 , 1.506e-17 , 1.118e-16 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
733 , 4FGL J0359.4-0236 , 59.853 , -2.6019 ,  , 5.136e-13 , PowerLaw , 1.6561217 , <1.509e-8 , <2.119e-9 , <1.176e-10 , 1.296e-10 , 3.789e-11 , 2.649e-11 , 4.962e-12 , 2.212e-16 , 5.734e-15 , 4.840e-20 , 3.221e-13 , 2.710e-13 , 6.586e-13 , 3.062e-13 ,  ,  ,  ,  ,  , N ,  , bcu , NVSS J035923-023501 ,  , 59.8478601375 , -2.58385523889 , 0.0000023
734 , 4FGL J0359.4+5414 , 59.8638 , 54.2482 ,  , 1.542e-12 , PLSuperExpCutoff , 2.3817012 , <3.304e-8 , 1.466e-9 , 8.814e-9 , 2.767e-9 , 4.645e-10 , 7.476e-12 , <3.849e-12 , 8.060e-14 , 3.766e-13 , 6.327e-12 , 6.486e-12 , 2.688e-12 , 1.417e-13 , 4.946e-21 ,  ,  ,  , 3FGL J0359.5+5413 ,  , N ,  , PSR , PSR J0359+5414 , 1 , 59.85850143432617 , 54.24871826171875 , 0.0000045408233
735 , 4FGL J0359.4-2616 , 59.8713 , -26.2734 ,  , 4.420e-13 , PowerLaw , 2.1361115 , <1.590e-8 , 2.423e-9 , 4.747e-10 , 1.531e-10 , 4.745e-11 , 2.313e-11 , <4.613e-12 , 1.191e-14 , 5.745e-13 , 3.207e-13 , 3.630e-13 , 3.206e-13 , 5.485e-13 , 5.892e-21 ,  ,  ,  , 3FGL J0359.3-2612 ,  , N ,  , bll , PKS 0357-264 , 0.99877566 , 59.8903410583 , -26.2587031444 , 0.00000028
736 , 4FGL J0359.6+5057 , 59.9158 , 50.959 ,  , 2.162e-12 , LogParabola , 2.6418304 , 1.252e-7 , 5.641e-8 , 1.436e-8 , 2.182e-9 , 2.455e-10 , 1.233e-11 , <4.905e-12 , 2.011e-11 , 1.329e-11 , 9.278e-12 , 4.837e-12 , 1.481e-12 , 2.583e-13 , 4.613e-25 , 29.786573 , 0.00000025498997 , 0.000000010588377 ,  ,  , N ,  , fsrq , NRAO 150 , 0.99987006 , 59.8739469875 , 50.9639338722 , 0.000000068
737 , 4FGL J0359.7+4445 , 59.9473 , 44.7569 ,  , 8.150e-13 , PowerLaw , 2.2757714 , <2.965e-8 , <4.035e-9 , 2.260e-9 , 5.902e-11 , 5.567e-11 , 2.243e-12 , 1.671e-11 , 6.307e-14 , 1.403e-15 , 1.502e-12 , 1.380e-13 , 3.701e-13 , 5.247e-14 , 8.007e-13 ,  ,  ,  ,  ,  , N ,  , unk , 1RXS J040006.3+444512 , 0 , 60.02625274658203 , 44.75333023071289 , 0.00045
738 , 4FGL J0400.7+3920 , 60.1856 , 39.3483 ,  , 8.445e-13 , PowerLaw , 2.1941712 , <2.356e-8 , 2.154e-9 , 1.030e-9 , 4.245e-10 , 9.623e-11 , 4.142e-12 , 8.238e-13 , 1.402e-13 , 5.079e-13 , 6.915e-13 , 1.001e-12 , 6.459e-13 , 9.765e-14 , 4.072e-14 ,  ,  ,  ,  ,  , N ,  , bcu , GB6 J0400+3921 , 0.9978848 , 60.1891146458 , 39.3527166111 , 0.00000035
739 , 4FGL J0401.0-5353 , 60.2646 , -53.8992 ,  , 3.615e-13 , PowerLaw , 1.5632635 , <7.303e-9 , 2.629e-9 , 5.467e-11 , 4.325e-11 , 1.551e-11 , 1.814e-11 , 1.246e-11 , 1.846e-16 , 6.599e-13 , 3.954e-14 , 1.085e-13 , 1.122e-13 , 4.552e-13 , 8.005e-13 ,  ,  ,  , 3FGL J0401.0-5359 ,  , N ,  , bcu , 1RXS J040111.9-535456 , 0 , 60.29957962036133 , -53.915550231933594 , 0.009
740 , 4FGL J0401.3+0412 , 60.3388 , 4.2119 ,  , 7.743e-13 , PowerLaw , 2.5299308 , <1.921e-8 , 1.163e-8 , 1.310e-9 , 1.664e-10 , 6.832e-11 , 9.210e-12 , <4.862e-12 , 4.490e-14 , 2.654e-12 , 8.462e-13 , 3.800e-13 , 4.413e-13 , 2.103e-13 , 3.520e-17 ,  ,  ,  ,  ,  , N ,  , bcu , MG1 J040119+0412 , 0.9968152 , 60.3329707417 , 4.22622417222 , 0.000000088
741 , 4FGL J0401.7+2112 , 60.4496 , 21.2007 ,  , 7.686e-13 , PowerLaw , 2.4290953 , 5.626e-9 , 1.483e-8 , 2.908e-9 , 4.522e-10 , 1.071e-10 , 2.222e-11 , <5.956e-12 , 8.862e-13 , 3.417e-12 , 1.900e-12 , 1.042e-12 , 6.996e-13 , 5.123e-13 , 2.363e-17 , 14.982445 , 0.000000057591148 , 0.0000000050082956 , 3FGL J0401.4+2109 ,  , N ,  , fsrq , TXS 0358+210 , 0.9991595 , 60.4381920083 , 21.1746075111 , 0.000000068
742 , 4FGL J0401.9-2034 , 60.4867 , -20.5804 ,  , 5.056e-13 , PowerLaw , 2.275373 , <1.071e-8 , 6.102e-9 , 1.844e-9 , 4.194e-10 , 1.153e-10 , 1.840e-11 , <4.735e-12 , 1.013e-15 , 1.427e-12 , 1.226e-12 , 9.811e-13 , 7.666e-13 , 4.303e-13 , 1.460e-16 , 16.38547 , 0.000000032078187 , 0.0000000030074057 ,  ,  , N ,  , bcu , PMN J0401-2034 , 0.99836767 , 60.4696152375 , -20.5861014333 , 0.00000043
743 , 4FGL J0402.0-2616 , 60.5103 , -26.273 ,  , 5.433e-13 , PowerLaw , 2.1652582 , 6.191e-9 , 2.421e-9 , 1.330e-9 , 3.727e-10 , 8.724e-11 , 3.149e-11 , <4.586e-12 , 9.853e-13 , 5.725e-13 , 8.958e-13 , 8.811e-13 , 5.874e-13 , 7.446e-13 , 5.930e-21 ,  ,  ,  , 3FGL J0402.1-2618 ,  , N ,  , bll , PKS 0359-264 , 0.99916357 , 60.5032710125 , -26.2609480417 , 0.00000027
744 , 4FGL J0402.0+2737 , 60.5119 , 27.6204 ,  , 5.317e-13 , PowerLaw , 2.250073 , <1.419e-8 , 2.305e-9 , 5.348e-10 , 7.000e-11 , 1.743e-11 , 1.486e-11 , 2.667e-12 , 3.067e-16 , 5.406e-13 , 3.566e-13 , 1.641e-13 , 1.162e-13 , 3.484e-13 , 1.290e-13 ,  ,  ,  ,  ,  , N ,  , bcu , 87GB 035856.9+272842 , 0.9950565 , 60.5133459542 , 27.621053575 , 0.00000052
745 , 4FGL J0402.1-3147 , 60.5483 , -31.7926 ,  , 4.246e-13 , PowerLaw , 2.4794097 , 1.299e-8 , 5.407e-9 , 1.376e-9 , 1.637e-10 , 4.674e-11 , 7.395e-12 , <4.518e-12 , 2.042e-12 , 1.240e-12 , 8.937e-13 , 3.755e-13 , 3.036e-13 , 1.696e-13 , 3.451e-17 ,  ,  ,  , 3FGL J0401.8-3144 ,  , N ,  , fsrq , PKS 0400-319 , 0.9978962 , 60.5886083417 , -31.7905403944 , 0.000000075
746 , 4FGL J0402.5+5402 , 60.6455 , 54.0456 ,  , 8.833e-13 , PowerLaw , 1.9700702 , <3.383e-8 , <7.442e-9 , 1.948e-10 , 2.705e-10 , 5.457e-11 , 1.778e-11 , 1.127e-11 , 5.587e-15 , 1.966e-16 , 1.342e-13 , 6.520e-13 , 3.760e-13 , 4.284e-13 , 6.092e-13 ,  ,  ,  ,  ,  , N ,  , unk , TXS 0358+539 , 0 , 60.6336784362793 , 54.069679260253906 , 0.00045
747 , 4FGL J0402.9+6433 , 60.7373 , 64.5517 ,  , 8.378e-13 , PowerLaw , 2.2909567 , <2.331e-8 , 8.006e-9 , 1.376e-9 , 9.071e-11 , 3.913e-11 , 1.954e-11 , 4.928e-12 , 2.942e-15 , 1.870e-12 , 9.130e-13 , 2.119e-13 , 2.597e-13 , 4.564e-13 , 2.348e-13 ,  ,  ,  ,  ,  , N ,  , bcu , 1RXS J040301.8+643446 , 0.9783543 , 60.75749969482422 , 64.57957458496094 , 0.0000016
748 , 4FGL J0403.3+2601 , 60.8391 , 26.0206 ,  , 6.808e-13 , PowerLaw , 2.60055 , <1.802e-8 , 9.589e-9 , 1.200e-9 , 1.970e-10 , 3.650e-11 , <6.104e-12 , <4.363e-12 , 4.206e-15 , 2.175e-12 , 7.690e-13 , 4.469e-13 , 2.339e-13 , 6.496e-18 , 4.187e-17 ,  ,  ,  ,  ,  , N ,  , fsrq , OF 200 , 0.9958755 , 60.7732753583 , 26.0004174417 , 0.000000068
749 , 4FGL J0403.5-2437 , 60.8989 , -24.6168 ,  , 4.371e-13 , PowerLaw , 2.40444 , 5.383e-9 , 2.695e-9 , 9.176e-10 , 1.489e-10 , 2.446e-11 , 9.484e-13 , 7.897e-12 , 8.487e-13 , 6.225e-13 , 6.011e-13 , 3.441e-13 , 1.603e-13 , 2.191e-14 , 3.610e-13 ,  ,  ,  , 3FGL J0403.7-2442 ,  , N ,  , bll , NVSS J040324-242946 , 0.9472468 , 60.9239002625 , -24.7356830167 , 0.00000031
750 , 4FGL J0403.9-3605 , 60.975 , -36.087 ,  , 1.211e-12 , LogParabola , 2.510825 , 2.396e-7 , 1.520e-7 , 3.937e-8 , 5.438e-9 , 6.319e-10 , 2.928e-11 , <5.678e-12 , 3.847e-11 , 3.585e-11 , 2.550e-11 , 1.209e-11 , 3.829e-12 , 6.167e-13 , 3.154e-16 , 105.73052 , 0.0000004852657 , 0.000000008160199 , 3FGL J0403.9-3604 ,  , N ,  , FSRQ , PKS 0402-362 , 1 , 60.973957925 , -36.08386475 , 0.000000068
751 , 4FGL J0404.1-1715 , 61.0485 , -17.2585 ,  , 3.672e-13 , PowerLaw , 1.7894902 , <1.016e-8 , <1.588e-9 , <1.515e-10 , 9.514e-11 , 3.105e-11 , 1.596e-11 , 3.271e-12 , 3.278e-16 , 5.094e-17 , 6.906e-21 , 2.334e-13 , 2.186e-13 , 3.916e-13 , 1.907e-13 ,  ,  ,  ,  ,  , N ,  , bcu , 2MASS J04043278-1719215 , 0.81201714 , 61.107017517089844 , -17.307445526123047 , 0.0045
752 , 4FGL J0404.3-1559 , 61.0786 , -15.9993 ,  , 3.741e-13 , PowerLaw , 2.3300724 , <1.090e-8 , 1.854e-9 , 5.299e-10 , 1.089e-10 , 3.613e-11 , <5.931e-12 , <4.763e-12 , 1.112e-16 , 4.315e-13 , 3.501e-13 , 2.533e-13 , 2.387e-13 , 2.132e-18 , 1.244e-16 ,  ,  ,  ,  ,  , N ,  , bcu , PMN J0404-1559 , 0 , 61.17420959472656 , -15.990528106689453 , 0.0045
753 , 4FGL J0405.6-1308 , 61.4189 , -13.1438 ,  , 5.762e-13 , PowerLaw , 2.5449 , 3.408e-8 , 1.493e-8 , 3.442e-9 , 3.788e-10 , 1.033e-10 , 5.348e-12 , 6.581e-12 , 5.343e-12 , 3.405e-12 , 2.219e-12 , 8.636e-13 , 6.663e-13 , 1.219e-13 , 2.865e-13 , 12.258599 , 0.000000041161286 , 0.0000000041679 , 3FGL J0405.5-1307 ,  , N ,  , fsrq , PKS 0403-13 , 0.99734515 , 61.3916808042 , -13.1371363611 , 0.000000075
754 , 4FGL J0405.9+3041 , 61.49 , 30.6925 ,  , 7.168e-13 , PowerLaw , 2.3698332 , <2.248e-8 , <3.897e-9 , 1.448e-9 , 1.171e-10 , 2.221e-11 , 7.949e-12 , 2.895e-12 , 3.604e-17 , 1.997e-15 , 9.526e-13 , 2.714e-13 , 1.461e-13 , 1.843e-13 , 1.340e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
755 , 4FGL J0406.0-5407 , 61.5079 , -54.1222 ,  , 3.654e-13 , PowerLaw , 2.3565464 , <1.026e-8 , 5.186e-10 , 3.843e-10 , 1.297e-10 , 4.298e-11 , <4.461e-12 , <4.282e-12 , 9.990e-17 , 1.204e-13 , 2.531e-13 , 3.010e-13 , 2.831e-13 , 2.336e-18 , 3.245e-16 ,  ,  ,  ,  ,  , N ,  , bcu , SUMSS J040608-540445 , 0.97536707 , 61.536094665527344 , -54.08052444458008 , 0.0045
756 , 4FGL J0406.2+0639 , 61.5514 , 6.6524 ,  , 7.349e-13 , PowerLaw , 2.350475 , 2.553e-8 , 1.201e-8 , 8.135e-10 , 1.010e-10 , 3.522e-11 , 5.575e-12 , 3.952e-12 , 4.033e-12 , 2.789e-12 , 5.362e-13 , 2.345e-13 , 2.321e-13 , 1.295e-13 , 1.842e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0.21 , 61.643001556396484 , 6.6208600997924805 , 0.0045
757 , 4FGL J0407.0-3826 , 61.7627 , -38.4394 ,  , 9.621e-13 , LogParabola , 2.3614514 , <2.589e-8 , 2.234e-8 , 9.022e-9 , 1.968e-9 , 3.333e-10 , 3.982e-11 , <4.748e-12 , 1.808e-12 , 5.386e-12 , 6.040e-12 , 4.521e-12 , 2.110e-12 , 8.737e-13 , 4.326e-17 , 27.809608 , 0.00000009178826 , 0.0000000041227897 , 3FGL J0407.1-3825 ,  , N ,  , fsrq , PKS 0405-385 , 0.99933773 , 61.7459805833 , -38.4411228472 , 0.000000068
758 , 4FGL J0407.5+0741 , 61.8921 , 7.6998 ,  , 7.652e-13 , PowerLaw , 2.2863708 , 5.515e-9 , 6.291e-9 , 3.445e-9 , 5.947e-10 , 1.149e-10 , 3.863e-11 , 5.538e-12 , 8.736e-13 , 1.470e-12 , 2.288e-12 , 1.390e-12 , 7.627e-13 , 9.026e-13 , 2.644e-13 , 10.355949 , 0.000000032264396 , 0.000000004113003 , 3FGL J0407.5+0740 ,  , N ,  , bll , TXS 0404+075 , 0.9987593 , 61.8711945083 , 7.70207530556 , 0.000000095
759 , 4FGL J0407.7-5702 , 61.9327 , -57.0359 ,  , 3.550e-13 , PowerLaw , 2.4098535 , 3.917e-9 , 2.734e-9 , 4.128e-10 , 1.064e-10 , 1.399e-11 , 2.492e-12 , 2.765e-12 , 6.175e-13 , 6.313e-13 , 2.703e-13 , 2.457e-13 , 9.162e-14 , 5.754e-14 , 1.262e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
760 , 4FGL J0409.2+2542 , 62.3144 , 25.7022 ,  , 5.693e-13 , PowerLaw , 2.089314 , <1.626e-8 , 2.105e-9 , 4.697e-10 , 1.277e-10 , 6.571e-11 , 1.389e-11 , <6.186e-12 , 7.716e-15 , 5.013e-13 , 3.191e-13 , 3.042e-13 , 4.464e-13 , 3.308e-13 , 1.667e-14 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
761 , 4FGL J0409.4-3822 , 62.3546 , -38.3672 ,  , 4.097e-13 , PowerLaw , 1.8636657 , 2.499e-8 , 8.326e-9 , <3.355e-10 , <4.508e-11 , 6.469e-11 , 1.053e-11 , 3.022e-12 , 4.026e-12 , 2.028e-12 , 2.125e-15 , 3.750e-15 , 4.514e-13 , 2.565e-13 , 1.707e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
762 , 4FGL J0409.4+3201 , 62.365 , 32.0299 ,  , 5.663e-13 , PowerLaw , 2.0438623 , 1.112e-8 , 5.106e-9 , 4.882e-10 , 1.609e-10 , 7.728e-11 , 2.805e-11 , 2.648e-12 , 1.779e-12 , 1.222e-12 , 3.335e-13 , 3.851e-13 , 5.278e-13 , 6.712e-13 , 1.389e-13 ,  ,  ,  , 3FGL J0409.4+3158 ,  , N ,  , bcu , NVSS J040928+320245 , 0 , 62.368408203125 , 32.04597091674805 , 0.0045
763 , 4FGL J0409.7+4006c , 62.4352 , 40.1091 ,  , 1.030e-12 , LogParabola , 2.6340868 , 4.264e-9 , 2.875e-9 , 3.182e-9 , 4.613e-10 , 1.516e-11 , <5.264e-12 , <4.209e-12 , 7.392e-13 , 8.293e-13 , 2.175e-12 , 9.344e-13 , 7.917e-14 , 1.390e-16 , 1.591e-17 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0.27 , 62.47987747192383 , 40.1152229309082 , 0.0045
764 , 4FGL J0409.8-0359 , 62.4629 , -3.9865 ,  , 5.869e-13 , LogParabola , 2.0752456 , 3.599e-9 , 9.271e-10 , 7.166e-10 , 4.879e-10 , 1.438e-10 , 2.353e-11 , 2.393e-12 , 6.238e-13 , 2.623e-13 , 5.521e-13 , 1.204e-12 , 9.387e-13 , 5.085e-13 , 7.248e-14 , 9.265856 , 0.000000003969154 , 0.0000000006843511 , 3FGL J0409.8-0358 ,  , N ,  , bll , NVSS J040946-040003 , 0.9988583 , 62.4441103667 , -4.00098706944 , 0.00000037
765 , 4FGL J0410.9+4216 , 62.736 , 42.2777 ,  , 8.472e-13 , PowerLaw , 2.1593711 , <2.549e-8 , 4.730e-9 , 2.239e-9 , 6.162e-10 , 1.864e-10 , 4.173e-11 , 3.919e-12 , 5.973e-17 , 1.119e-12 , 1.509e-12 , 1.458e-12 , 1.256e-12 , 9.871e-13 , 1.964e-13 , 10.425946 , 0.000000023099084 , 0.0000000032370777 ,  ,  , N ,  , bcu , B3 0407+421 , 0.997689 , 62.7496095083 , 42.2691376167 , 0.00000011
766 , 4FGL J0412.3+0239 , 63.0991 , 2.651 ,  , 7.022e-13 , PowerLaw , 2.405199 , <1.978e-8 , <3.183e-9 , 1.341e-9 , 2.386e-10 , 5.616e-11 , 7.159e-13 , 2.808e-12 , 3.424e-14 , 1.791e-14 , 8.784e-13 , 5.511e-13 , 3.679e-13 , 1.654e-14 , 1.283e-13 ,  ,  ,  ,  ,  , N ,  , bcu , PKS 0409+025 , 0.99048126 , 63.1196468125 , 2.67720140833 , 0.00000018
767 , 4FGL J0413.1-5332 , 63.2773 , -53.5483 ,  , 5.528e-13 , PowerLaw , 2.3603451 , <1.391e-8 , 6.982e-9 , 2.240e-9 , 4.175e-10 , 7.525e-11 , 9.061e-12 , 4.241e-12 , 8.122e-16 , 1.620e-12 , 1.475e-12 , 9.688e-13 , 4.955e-13 , 2.102e-13 , 1.970e-13 , 12.643191 , 0.000000043560487 , 0.0000000037871604 , 3FGL J0413.6-5334 ,  , N ,  , fsrq , PMN J0413-5332 , 0.9994654 , 63.3061453708 , -53.5334851611 , 0.0000017
768 , 4FGL J0413.1-0304 , 63.2979 , -3.0761 ,  , 6.861e-13 , PowerLaw , 2.673144 , <1.692e-8 , 7.430e-9 , 1.616e-9 , 2.863e-10 , 2.391e-11 , 1.370e-12 , <5.618e-12 , 3.482e-17 , 1.674e-12 , 1.027e-12 , 6.451e-13 , 1.520e-13 , 3.086e-14 , 1.498e-19 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
769 , 4FGL J0414.3+4522 , 63.5964 , 45.3678 ,  , 6.189e-13 , PowerLaw , 1.954565 , 1.601e-8 , <3.546e-9 , <4.343e-10 , 2.203e-10 , 4.576e-11 , 1.210e-11 , 3.690e-12 , 2.570e-12 , 2.520e-16 , 8.649e-17 , 5.316e-13 , 3.159e-13 , 2.920e-13 , 2.007e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
770 , 4FGL J0414.6+5711 , 63.6698 , 57.1883 ,  , 6.378e-13 , PowerLaw , 1.998897 , <2.694e-8 , 2.516e-10 , 1.690e-10 , 1.667e-10 , 6.054e-11 , 2.856e-11 , 3.975e-12 , 8.294e-15 , 6.047e-14 , 1.160e-13 , 4.007e-13 , 4.157e-13 , 6.864e-13 , 2.124e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
771 , 4FGL J0414.7-4300 , 63.6977 , -43.012 ,  , 2.668e-13 , LogParabola , 2.3673682 , 2.425e-9 , 1.323e-9 , 9.692e-10 , 3.843e-10 , 2.566e-11 , <6.321e-12 , <4.171e-12 , 4.203e-13 , 3.860e-13 , 7.693e-13 , 8.376e-13 , 1.340e-13 , 3.234e-17 , 5.159e-17 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
772 , 4FGL J0414.8-5338 , 63.7098 , -53.6479 ,  , 4.405e-13 , PowerLaw , 1.6998914 , <1.366e-8 , 1.353e-9 , 3.074e-11 , 3.612e-11 , 3.612e-11 , 2.786e-11 , 5.511e-12 , 4.472e-16 , 3.350e-13 , 2.187e-14 , 8.942e-14 , 2.570e-13 , 6.898e-13 , 3.337e-13 ,  ,  ,  ,  ,  , N ,  , bcu , RBS 0526 , 0.9951913 , 63.74216842651367 , -53.662193298339844 , 0.009
773 , 4FGL J0416.0-6628 , 64.0197 , -66.4737 ,  , 4.388e-13 , PowerLaw , 2.385309 , <1.999e-8 , 5.312e-9 , 5.516e-10 , 7.958e-11 , 2.323e-11 , 8.618e-12 , 1.941e-13 , 9.869e-20 , 1.229e-12 , 3.622e-13 , 1.842e-13 , 1.525e-13 , 1.995e-13 , 8.936e-15 ,  ,  ,  ,  ,  , N ,  , bcu , PMN J0416-6629 , 0 , 64.02166748046875 , -66.48255920410156 , 0.0045
774 , 4FGL J0416.2-4353 , 64.0722 , -43.8879 ,  , 4.101e-13 , PowerLaw , 2.5566661 , 1.975e-9 , 1.515e-9 , 8.128e-10 , 1.747e-10 , 1.486e-11 , 2.941e-12 , <4.605e-12 , 3.096e-13 , 3.451e-13 , 5.235e-13 , 3.979e-13 , 9.570e-14 , 6.698e-14 , 7.860e-17 , 5.551934 , 0.000000012738124 , 0.00000000269409 , 3FGL J0415.7-4351 ,  , N ,  , fsrq , WISE J041605.82-435514.6 , 0.9925513 , 64.0553003708 , -43.8489345583 , 0.0000015
775 , 4FGL J0416.5-1852 , 64.1373 , -18.8724 ,  , 5.635e-13 , PowerLaw , 2.3908505 , 9.013e-9 , 1.397e-8 , 3.418e-9 , 6.507e-10 , 9.937e-11 , 2.437e-11 , 5.949e-12 , 1.422e-12 , 3.231e-12 , 2.243e-12 , 1.505e-12 , 6.520e-13 , 5.638e-13 , 2.733e-13 , 16.621664 , 0.000000040189818 , 0.0000000033873657 , 3FGL J0416.6-1850 ,  , N ,  , fsrq , PKS 0414-189 , 0.99844253 , 64.1522685417 , -18.8523167083 , 0.000000068
776 , 4FGL J0416.9+0105 , 64.2269 , 1.088 ,  , 7.755e-13 , PowerLaw , 1.8892323 , 1.237e-8 , 6.576e-9 , 1.563e-9 , 3.803e-10 , 1.902e-10 , 6.092e-11 , 3.035e-11 , 1.991e-12 , 1.598e-12 , 1.087e-12 , 9.240e-13 , 1.323e-12 , 1.480e-12 , 1.696e-12 ,  ,  ,  , 3FGL J0416.8+0104 ,  , P , 1ES 0414+009 , bll , 1ES 0414+009 , 0.99982816 , 64.2187271 , 1.089972025 , 0.00000016
777 , 4FGL J0418.1-0252 , 64.5321 , -2.8795 ,  , 7.854e-13 , LogParabola , 2.3158991 , <1.714e-8 , 6.099e-9 , 2.536e-9 , 5.727e-10 , 1.524e-10 , 1.049e-11 , <6.352e-12 , 2.690e-16 , 1.542e-12 , 1.757e-12 , 1.329e-12 , 9.564e-13 , 2.249e-13 , 1.280e-16 , 13.61604 , 0.000000022651264 , 0.000000002447671 , 3FGL J0418.0-0251 ,  , N ,  , bcu , PKS B0415-029 , 0 , 64.49283599853516 , -2.838777780532837 , 0.0045
778 , 4FGL J0418.2+3807 , 64.5633 , 38.1219 ,  , 1.329e-12 , PowerLaw , 2.7071831 , 5.713e-8 , 3.235e-8 , 6.430e-9 , 7.585e-10 , 1.093e-10 , 2.994e-12 , <5.494e-12 , 8.901e-12 , 7.265e-12 , 4.073e-12 , 1.703e-12 , 6.926e-13 , 6.723e-14 , 9.820e-17 , 9.47744 , 0.000000068108726 , 0.000000007698152 , 3FGL J0418.5+3813c ,  , N ,  , rdg , 3C 111 , 0.9462505 , 64.5886550833 , 38.0266111556 , 0.000000082
779 , 4FGL J0418.4+3414 , 64.6005 , 34.2389 ,  , 6.458e-13 , PowerLaw , 2.337571 , 1.442e-9 , 4.008e-9 , 2.577e-10 , 2.064e-10 , 5.326e-11 , <7.393e-12 , <4.115e-12 , 2.280e-13 , 9.320e-13 , 1.701e-13 , 4.799e-13 , 3.516e-13 , 1.410e-15 , 1.475e-18 ,  ,  ,  , 3FGL J0418.2+3412 ,  , N ,  , bcu , 2MASS J04180997+3411348 , 0.94267005 , 64.54146155 , 34.1930266028 , 0.00000019
780 , 4FGL J0418.9+6636 , 64.7254 , 66.6001 ,  , 7.824e-13 , LogParabola , 2.2287624 , <1.292e-8 , 5.426e-9 , 2.803e-9 , 1.254e-9 , 3.539e-10 , 1.412e-11 , <3.301e-12 , 1.162e-15 , 1.499e-12 , 2.085e-12 , 2.992e-12 , 2.216e-12 , 2.948e-13 , 2.026e-18 ,  ,  ,  , 3FGL J0419.1+6636 ,  , N ,  ,  ,  , 0 ,  ,  , 
781 , 4FGL J0420.2+4012 , 65.0547 , 40.201 ,  , 6.506e-13 , PowerLaw , 1.9112537 , <3.992e-8 , <4.369e-9 , <4.147e-10 , 2.119e-10 , 8.018e-11 , 2.685e-11 , 9.820e-12 , 4.771e-15 , 9.345e-16 , 8.862e-17 , 5.138e-13 , 5.563e-13 , 6.510e-13 , 5.439e-13 ,  ,  ,  ,  ,  , N ,  , bll , 1RXS J042008.3+401138 , 0.99714553 , 65.056022975 , 40.1892642778 , 0.0000013
782 , 4FGL J0420.3-6016 , 65.0776 , -60.2697 ,  , 3.338e-13 , PowerLaw , 2.0704124 , <1.459e-8 , 1.959e-9 , 3.193e-10 , 1.152e-10 , 4.505e-11 , 1.041e-11 , 6.069e-12 , 1.847e-16 , 4.675e-13 , 2.174e-13 , 2.749e-13 , 3.068e-13 , 2.484e-13 , 3.150e-13 ,  ,  ,  , 3FGL J0420.4-6013 ,  , N ,  , bcu , 1RXS J042012.8-601446 , 0 , 65.05341339111328 , -60.246177673339844 , 0.009
783 , 4FGL J0420.3-3745 , 65.0936 , -37.7522 ,  , 6.922e-13 , PowerLaw , 2.2852175 , 2.683e-8 , 1.408e-8 , 3.656e-9 , 8.437e-10 , 1.891e-10 , 4.179e-11 , 6.060e-12 , 4.249e-12 , 3.291e-12 , 2.428e-12 , 1.972e-12 , 1.256e-12 , 9.766e-13 , 2.894e-13 , 15.731012 , 0.000000037068695 , 0.0000000036528642 , 3FGL J0420.6-3742 ,  , N ,  , bcu , NVSS J042025-374443 , 0.9978825 , 65.1045999083 , -37.7457942139 , 0.00000026
