id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , Significance , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , Spectrum Type , PL Flux Density (cm-2 MeV-1 s-1) , PL Flux Density Error (cm-2 MeV-1 s-1) , Power Law Index , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Class , Low confidence Class
3647 , 4FGL J1742.5+5944 , 17 42 30.43 , +59 44 44.16 ,  , 15.994819 , 4.286e-10 , 3.973e-11 , PowerLaw , 1.619e-13 , 1.452e-14 , 2.1700819 , 7.403e-9 , 1.100e-9 , 2.811e-10 , 1.151e-10 , 2.060e-11 , 5.557e-12 , 1.013e-13 , 1.750e-12 , 7.400e-13 , 6.644e-13 , 7.745e-13 , 4.868e-13 , 2.773e-13 , bll , 
3648 , 4FGL J1742.5-2833 , 17 42 32.04 , -28 33 31.68 ,  , 5.1173124 , 1.357e-9 , 2.554e-10 , PowerLaw , 1.330e-13 , 2.428e-14 , 2.5698771 , 9.062e-8 , 8.775e-9 , 1.560e-9 , 2.470e-10 , 8.720e-12 , 6.915e-12 , 1.845e-11 , 2.061e-11 , 5.643e-12 , 3.549e-12 , 1.588e-12 , 1.983e-13 , 2.986e-13 ,  , 
3649 , 4FGL J1742.8-2246 , 17 42 53.87 , -22 46 18.47 ,  , 11.171128 , 1.322e-9 , 1.499e-10 , LogParabola , 8.893e-13 , 1.266e-13 , 2.4965935 , 1.124e-8 , 5.453e-9 , 1.109e-9 , 8.271e-11 , 6.844e-12 , <6.609e-12 , 1.004e-12 , 3.058e-12 , 3.810e-12 , 2.434e-12 , 4.608e-13 , 1.297e-13 , 4.555e-16 ,  , 
3650 , 4FGL J1743.1-3049c , 17 43 08.66 , -30 49 59.88 ,  , 5.796114 , 1.704e-9 , 3.078e-10 , PowerLaw , 1.230e-13 , 2.112e-14 , 2.449599 , 7.574e-8 , 9.110e-9 , 1.561e-9 , 3.408e-10 , 6.791e-11 , <9.710e-12 , 7.267e-12 , 1.742e-11 , 5.938e-12 , 3.590e-12 , 2.221e-12 , 1.562e-12 , 6.136e-15 ,  , 
3651 , 4FGL J1743.4-3123 , 17 43 24.45 , -31 23 13.91 ,  , 4.09665 , 9.169e-10 , 2.195e-10 , PowerLaw , 5.642e-14 , 1.279e-14 , 2.349435 , <1.052e-7 , 5.073e-9 , 6.167e-10 , 1.974e-10 , 4.599e-11 , 4.524e-12 , 3.094e-13 , 1.948e-15 , 3.344e-12 , 1.432e-12 , 1.302e-12 , 1.068e-12 , 2.110e-13 ,  , 
3652 , 4FGL J1743.4-2406 , 17 43 28.22 , -24 06 14.39 ,  , 5.8918667 , 6.764e-10 , 1.119e-10 , PowerLaw , 3.330e-13 , 5.484e-14 , 2.6302927 , 3.082e-8 , 5.194e-9 , 4.733e-10 , 1.257e-10 , <6.563e-12 , <5.629e-12 , 3.794e-13 , 6.971e-12 , 3.318e-12 , 1.070e-12 , 8.028e-13 , 1.374e-17 , 9.349e-18 ,  , 
3653 , 4FGL J1743.6-3341 , 17 43 38.54 , -33 41 38.03 ,  , 5.811739 , 7.361e-10 , 1.445e-10 , PowerLaw , 2.096e-14 , 3.564e-15 , 2.255443 , <3.979e-8 , 7.413e-10 , 6.493e-10 , 1.426e-10 , 3.184e-11 , 3.898e-12 , 3.587e-15 , 1.423e-14 , 4.940e-13 , 1.522e-12 , 9.502e-13 , 7.463e-13 , 1.883e-13 ,  , 
3654 , 4FGL J1743.7-4321 , 17 43 46.58 , -43 21 15.11 ,  , 13.68166 , 1.075e-9 , 1.031e-10 , LogParabola , 8.995e-13 , 8.324e-14 , 2.4454658 , 1.811e-10 , 2.501e-9 , 9.531e-10 , 8.410e-11 , <8.109e-12 , <5.301e-12 , 1.262e-12 , 5.263e-14 , 1.858e-12 , 2.155e-12 , 4.736e-13 , 5.802e-17 , 8.173e-18 ,  , 
3655 , 4FGL J1743.8-3143 , 17 43 53.27 , -31 43 35.76 ,  , 6.5098944 , 1.209e-9 , 2.102e-10 , PowerLaw , 9.089e-14 , 1.479e-14 , 2.3651514 , <7.810e-8 , 8.366e-9 , 1.143e-9 , 1.992e-10 , 2.245e-11 , 6.910e-12 , 1.651e-13 , 1.730e-18 , 5.505e-12 , 2.651e-12 , 1.311e-12 , 5.206e-13 , 3.204e-13 ,  , 
3656 , 4FGL J1743.9-3539 , 17 43 55.46 , -35 39 51.84 ,  , 5.545327 , 6.522e-10 , 1.831e-10 , LogParabola , 6.195e-13 , 1.285e-13 , 2.6538873 , <1.005e-8 , 4.226e-9 , 3.999e-10 , 4.578e-11 , <7.343e-12 , <5.143e-12 , 3.659e-12 , 4.161e-16 , 2.918e-12 , 8.471e-13 , 2.419e-13 , 2.250e-18 , 3.551e-16 ,  , 
3657 , 4FGL J1743.9-1824 , 17 43 56.35 , -18 24 47.51 ,  , 9.151452 , 1.011e-9 , 1.270e-10 , LogParabola , 5.179e-13 , 7.724e-14 , 2.4987824 , 1.121e-8 , 2.101e-9 , 9.012e-10 , 4.714e-11 , <7.309e-12 , <5.089e-12 , 2.473e-13 , 3.269e-12 , 1.684e-12 , 1.972e-12 , 2.461e-13 , 1.089e-16 , 1.756e-16 , unk , 
3658 , 4FGL J1744.0-7618 , 17 44 00.07 , -76 18 54.72 ,  , 51.930553 , 3.771e-9 , 1.241e-10 , PLSuperExpCutoff , 1.865e-12 , 5.801e-14 , 2.1582327 , 3.665e-9 , 5.878e-9 , 3.111e-9 , 5.914e-10 , 4.587e-12 , <4.056e-12 , 3.762e-14 , 1.005e-12 , 4.504e-12 , 7.491e-12 , 3.335e-12 , 8.696e-14 , 2.607e-16 , PSR , 
3659 , 4FGL J1744.0+1935 , 17 44 01.91 , +19 35 44.16 ,  , 21.030838 , 8.269e-10 , 6.276e-11 , PowerLaw , 1.138e-13 , 8.639e-15 , 1.931682 , 2.056e-9 , 1.717e-9 , 4.968e-10 , 2.456e-10 , 7.103e-11 , 2.320e-11 , 5.933e-17 , 4.973e-13 , 1.189e-12 , 1.202e-12 , 1.700e-12 , 1.718e-12 , 1.274e-12 , bll , 
3660 , 4FGL J1744.0-1311 , 17 44 04.53 , -13 11 27.23 ,  , 12.7269125 , 1.105e-9 , 1.109e-10 , LogParabola , 3.601e-13 , 3.656e-14 , 2.290587 , 2.351e-9 , 2.170e-9 , 7.821e-10 , 2.261e-10 , 1.352e-11 , <4.849e-12 , 6.251e-16 , 6.740e-13 , 1.657e-12 , 1.874e-12 , 1.396e-12 , 2.757e-13 , 3.358e-20 ,  , 
3661 , 4FGL J1744.2-0353 , 17 44 12.52 , -03 53 20.76 ,  , 5.2912645 , 3.558e-10 , 7.011e-11 , PowerLaw , 2.860e-13 , 5.407e-14 , 2.5145679 , 6.003e-9 , 1.982e-9 , 2.328e-10 , 6.394e-11 , 7.519e-12 , 4.897e-12 , 4.984e-12 , 1.372e-12 , 1.282e-12 , 5.323e-13 , 4.137e-13 , 1.719e-13 , 2.154e-13 , fsrq , 
3662 , 4FGL J1744.4+1851 , 17 44 24.6 , +18 51 48.96 ,  , 4.7406445 , 1.202e-10 , 3.795e-11 , PowerLaw , 2.606e-15 , 7.276e-16 , 1.721125 , 1.743e-9 , 9.370e-11 , 4.851e-11 , 5.323e-11 , 8.474e-12 , 7.441e-12 , 2.377e-16 , 4.306e-13 , 6.650e-14 , 1.198e-13 , 3.778e-13 , 2.094e-13 , 4.465e-13 , bcu , 
3663 , 4FGL J1744.4-1135 , 17 44 27.67 , -11 35 14.64 ,  , 49.03426 , 5.930e-9 , 1.867e-10 , PLSuperExpCutoff , 3.609e-12 , 1.077e-13 , 2.39367 , 1.998e-8 , 1.640e-8 , 5.354e-9 , 5.043e-10 , 5.903e-12 , <4.814e-12 , 1.553e-14 , 5.281e-12 , 1.189e-11 , 1.213e-11 , 2.647e-12 , 1.119e-13 , 7.608e-17 , PSR , 
3664 , 4FGL J1744.5-2612 , 17 44 32.37 , -26 12 21.95 ,  , 7.5725427 , 1.016e-9 , 1.515e-10 , PowerLaw , 1.191e-13 , 1.735e-14 , 2.3246803 , <3.664e-8 , 4.236e-9 , 7.353e-10 , 1.486e-10 , 3.710e-11 , 1.051e-11 , 5.793e-13 , 2.566e-14 , 2.800e-12 , 1.712e-12 , 9.823e-13 , 8.638e-13 , 4.948e-13 , unk , 
3665 , 4FGL J1744.6-5713 , 17 44 37.32 , -57 13 55.56 ,  , 11.223032 , 3.810e-10 , 5.040e-11 , PowerLaw , 3.480e-14 , 4.526e-15 , 2.0136461 , 4.590e-9 , 8.386e-10 , 2.216e-10 , 1.073e-10 , 2.688e-11 , 1.042e-11 , 2.862e-16 , 1.102e-12 , 5.748e-13 , 5.319e-13 , 7.355e-13 , 6.451e-13 , 5.531e-13 , bll , 
3666 , 4FGL J1744.7-1557 , 17 44 42.43 , -15 57 45.0 ,  , 10.64787 , 1.006e-9 , 1.142e-10 , LogParabola , 4.781e-13 , 5.525e-14 , 2.3978848 , 7.775e-9 , 2.992e-9 , 5.775e-10 , 1.613e-10 , 5.214e-12 , 1.368e-12 , 4.164e-12 , 2.087e-12 , 2.131e-12 , 1.323e-12 , 9.611e-13 , 1.045e-13 , 3.803e-14 ,  , 
3667 , 4FGL J1744.9-3322 , 17 44 56.06 , -33 22 19.91 ,  , 8.337873 , 1.494e-9 , 1.772e-10 , LogParabola , 2.201e-13 , 3.369e-14 , 2.4306135 , 8.707e-9 , 1.554e-9 , 1.272e-9 , 1.549e-10 , 1.269e-11 , <6.707e-12 , 3.770e-13 , 2.539e-12 , 1.231e-12 , 2.993e-12 , 8.941e-13 , 2.405e-13 , 3.962e-18 ,  , 
3668 , 4FGL J1744.9-1727 , 17 44 56.4 , -17 27 05.03 ,  , 21.823608 , 1.535e-9 , 1.118e-10 , PowerLaw , 1.113e-13 , 7.870e-15 , 1.9613012 , 9.447e-9 , 3.583e-9 , 8.669e-10 , 3.569e-10 , 8.804e-11 , 7.610e-11 , 2.898e-13 , 2.279e-12 , 2.472e-12 , 2.091e-12 , 2.461e-12 , 2.124e-12 , 4.128e-12 , bcu , 
3669 , 4FGL J1744.9-2153 , 17 44 57.02 , -21 53 29.04 ,  , 5.5844045 , 6.161e-10 , 1.100e-10 , PowerLaw , 2.788e-13 , 4.940e-14 , 2.4743664 , <2.550e-8 , 2.536e-9 , 5.009e-10 , 6.926e-11 , 1.462e-11 , 2.494e-12 , 1.992e-12 , 1.649e-15 , 1.648e-12 , 1.150e-12 , 4.501e-13 , 3.354e-13 , 1.112e-13 ,  , 
3670 , 4FGL J1745.1+4731 , 17 45 07.99 , +47 31 23.15 ,  , 4.742511 , 1.401e-10 , 3.297e-11 , PowerLaw , 3.646e-14 , 8.561e-15 , 2.2381191 , <3.569e-9 , 4.525e-10 , 1.038e-10 , 3.503e-11 , 4.930e-12 , <4.389e-12 , 1.326e-15 , 3.763e-15 , 3.021e-13 , 2.438e-13 , 2.339e-13 , 1.157e-13 , 5.188e-17 , bcu , 
3671 , 4FGL J1745.3+2338 , 17 45 22.75 , +23 38 03.47 ,  , 5.5583267 , 1.791e-10 , 4.145e-11 , PowerLaw , 7.226e-13 , 1.300e-13 , 2.6630993 , 7.850e-9 , 1.272e-9 , 6.383e-11 , 1.973e-11 , 2.426e-12 , 1.231e-11 , 2.335e-12 , 1.770e-12 , 8.096e-13 , 1.439e-13 , 1.256e-13 , 5.471e-14 , 5.158e-13 ,  , 
3672 , 4FGL J1745.4-0753 , 17 45 27.26 , -07 53 21.84 ,  , 20.99802 , 1.508e-9 , 1.064e-10 , PowerLaw , 1.813e-13 , 1.270e-14 , 2.061992 , <7.125e-9 , 3.580e-9 , 1.134e-9 , 2.834e-10 , 8.704e-11 , 5.303e-11 , 1.010e-15 , 1.832e-14 , 2.440e-12 , 2.708e-12 , 1.932e-12 , 2.079e-12 , 2.762e-12 , bll , 
3673 , 4FGL J1745.5+1017 , 17 45 35.85 , +10 17 40.92 ,  , 21.676079 , 1.370e-9 , 9.360e-11 , PLSuperExpCutoff , 4.667e-13 , 3.155e-14 , 2.2395816 , 4.419e-9 , 1.804e-9 , 1.075e-9 , 2.757e-10 , 9.747e-13 , <3.782e-12 , 1.646e-15 , 1.202e-12 , 1.378e-12 , 2.616e-12 , 1.611e-12 , 1.848e-14 , 4.860e-16 , PSR , 
3674 , 4FGL J1745.6-3626 , 17 45 39.33 , -36 26 17.87 ,  , 7.4705253 , 7.099e-10 , 1.022e-10 , PowerLaw , 2.231e-13 , 3.202e-14 , 2.3593774 , 2.004e-8 , 1.659e-9 , 5.396e-10 , 1.395e-10 , 2.364e-12 , 1.188e-11 , 6.034e-13 , 4.650e-12 , 1.093e-12 , 1.252e-12 , 9.186e-13 , 5.485e-14 , 5.522e-13 ,  , 
3675 , 4FGL J1745.6-2859 , 17 45 39.52 , -28 59 49.19 ,  , 60.856155 , 5.068e-8 , 1.314e-9 , LogParabola , 1.956e-12 , 4.534e-14 , 2.3155105 , 1.968e-7 , 1.315e-7 , 4.269e-8 , 9.075e-9 , 1.102e-9 , 2.190e-10 , 1.014e-11 , 5.042e-11 , 9.247e-11 , 1.002e-10 , 5.769e-11 , 2.387e-11 , 7.053e-12 , spp , 
3676 , 4FGL J1745.6+3950 , 17 45 39.79 , +39 50 28.32 ,  , 6.34479 , 1.642e-10 , 3.346e-11 , PowerLaw , 2.458e-14 , 4.991e-15 , 2.142978 , 3.685e-9 , 2.963e-10 , 1.230e-10 , 2.439e-11 , 1.040e-11 , 6.875e-12 , 1.395e-12 , 8.731e-13 , 2.000e-13 , 2.916e-13 , 1.647e-13 , 2.465e-13 , 3.467e-13 , bll , 
3677 , 4FGL J1745.6-3145 , 17 45 40.27 , -31 45 25.92 ,  , 6.236207 , 1.272e-9 , 2.290e-10 , LogParabola , 7.408e-14 , 1.766e-14 , 2.3507423 , 1.163e-8 , 1.559e-9 , 8.714e-10 , 1.876e-10 , 3.216e-11 , <7.478e-12 , 1.199e-11 , 3.218e-12 , 1.153e-12 , 2.056e-12 , 1.153e-12 , 6.590e-13 , 5.301e-16 ,  , 
3678 , 4FGL J1745.7-2506 , 17 45 46.84 , -25 06 15.11 ,  , 7.2086277 , 1.411e-9 , 1.965e-10 , LogParabola , 5.106e-13 , 8.297e-14 , 2.6563222 , 2.628e-9 , 2.759e-9 , 1.139e-9 , 8.282e-11 , 5.893e-12 , <5.246e-12 , 2.265e-12 , 7.663e-13 , 2.165e-12 , 2.507e-12 , 4.329e-13 , 1.117e-13 , 3.332e-16 , unk , 
3679 , 4FGL J1745.8-3028e , 17 45 48.71 , -30 28 30.0 , FGES J1745.8-3028 , 27.39348 , 1.394e-8 , 5.893e-10 , PowerLaw , 1.011e-12 , 4.038e-14 , 2.2146366 , 2.811e-8 , 4.726e-8 , 1.222e-8 , 2.653e-9 , 7.094e-10 , 2.576e-10 , 3.392e-13 , 6.615e-12 , 3.164e-11 , 2.876e-11 , 1.776e-11 , 1.669e-11 , 1.263e-11 ,  , 
3680 , 4FGL J1746.1-2541 , 17 46 11.54 , -25 41 17.15 ,  , 4.5095677 , 7.550e-10 , 1.536e-10 , PowerLaw , 1.648e-13 , 3.343e-14 , 2.548964 , <3.862e-8 , 3.831e-9 , 6.604e-10 , 1.249e-10 , 1.062e-11 , <8.326e-12 , 9.375e-13 , 3.028e-19 , 2.470e-12 , 1.505e-12 , 8.053e-13 , 2.421e-13 , 3.287e-15 ,  , 
3681 , 4FGL J1746.2-3342c , 17 46 14.06 , -33 42 11.87 ,  , 6.4639416 , 8.342e-10 , 1.210e-10 , PowerLaw , 2.008e-13 , 2.911e-14 , 2.4417272 , 9.672e-9 , 5.012e-9 , 5.519e-10 , 1.132e-10 , 2.849e-11 , <8.720e-12 , 1.447e-13 , 2.227e-12 , 3.270e-12 , 1.271e-12 , 7.387e-13 , 6.560e-13 , 1.154e-17 , spp , 
3682 , 4FGL J1746.4-2852 , 17 46 25.77 , -28 52 05.52 ,  , 19.152084 , 1.576e-8 , 1.341e-9 , LogParabola , 8.425e-13 , 6.053e-14 , 2.4133744 , <7.571e-8 , 1.781e-8 , 1.217e-8 , 3.054e-9 , 2.349e-10 , 1.956e-11 , 4.873e-11 , 8.146e-16 , 1.432e-11 , 2.938e-11 , 1.832e-11 , 4.581e-12 , 5.436e-13 , pwn , 
3683 , 4FGL J1746.5-2019 , 17 46 30.28 , -20 19 39.72 ,  , 6.3687863 , 7.244e-10 , 1.158e-10 , PowerLaw , 2.737e-13 , 4.370e-14 , 2.553913 , <2.533e-8 , 6.203e-9 , 4.449e-10 , 8.209e-11 , 1.869e-11 , 2.901e-12 , 1.594e-13 , 8.703e-14 , 3.996e-12 , 1.013e-12 , 5.289e-13 , 4.258e-13 , 1.259e-13 ,  , unk
3684 , 4FGL J1746.8-3239 , 17 46 52.92 , -32 39 51.84 ,  , 35.777206 , 8.284e-9 , 3.147e-10 , PLSuperExpCutoff , 1.536e-12 , 6.003e-14 , 2.3839452 , 1.776e-8 , 1.821e-8 , 6.769e-9 , 1.189e-9 , 2.885e-11 , 2.710e-12 , 5.351e-14 , 4.687e-12 , 1.343e-11 , 1.605e-11 , 6.820e-12 , 5.469e-13 , 7.534e-14 , PSR , 
3685 , 4FGL J1747.0-3505 , 17 47 05.01 , -35 05 56.04 ,  , 13.753097 , 1.527e-9 , 1.446e-10 , LogParabola , 5.625e-13 , 5.092e-14 , 2.5504308 , 9.398e-9 , 5.588e-9 , 1.323e-9 , 7.757e-11 , 9.903e-12 , 2.938e-12 , 1.232e-13 , 2.671e-12 , 4.017e-12 , 2.910e-12 , 4.256e-13 , 1.877e-13 , 8.166e-14 ,  , 
3686 , 4FGL J1747.1-5453 , 17 47 08.8 , -54 53 39.83 ,  , 7.1502028 , 3.009e-10 , 4.865e-11 , PowerLaw , 9.011e-14 , 1.450e-14 , 2.2911534 , 3.321e-9 , 1.322e-9 , 1.540e-10 , 7.380e-11 , 1.348e-11 , 1.847e-12 , 1.090e-15 , 7.757e-13 , 8.773e-13 , 3.597e-13 , 4.898e-13 , 3.150e-13 , 8.802e-14 , bcu , 
3687 , 4FGL J1747.2+4937 , 17 47 12.28 , +49 37 48.35 ,  , 5.464577 , 1.266e-10 , 3.245e-11 , PowerLaw , 7.302e-15 , 1.784e-15 , 1.930485 , <1.957e-9 , 3.333e-10 , 6.547e-11 , 3.491e-11 , 8.466e-12 , 5.592e-12 , 2.113e-12 , 9.601e-15 , 2.307e-13 , 1.584e-13 , 2.416e-13 , 2.048e-13 , 3.072e-13 , bll , 
3688 , 4FGL J1747.2-2957 , 17 47 17.54 , -29 57 53.28 ,  , 47.180798 , 1.978e-8 , 5.512e-10 , PLSuperExpCutoff , 4.220e-12 , 1.215e-13 , 2.5365362 , 2.071e-7 , 7.447e-8 , 1.657e-8 , 2.411e-9 , 6.747e-11 , 3.431e-12 , 4.132e-14 , 5.126e-11 , 5.139e-11 , 3.792e-11 , 1.386e-11 , 1.279e-12 , 9.538e-14 , PSR , 
3689 , 4FGL J1747.6-5308 , 17 47 36.12 , -53 08 18.6 ,  , 6.1974716 , 2.707e-10 , 5.079e-11 , PowerLaw , 5.283e-13 , 8.738e-14 , 2.645686 , 6.882e-9 , 2.056e-9 , 1.669e-10 , 1.876e-11 , 1.299e-11 , 6.078e-13 , 1.933e-12 , 1.554e-12 , 1.311e-12 , 3.769e-13 , 1.197e-13 , 2.934e-13 , 2.560e-14 , bcu , 
3690 , 4FGL J1747.6+0324 , 17 47 37.22 , +03 24 26.28 ,  , 13.093569 , 8.810e-10 , 8.900e-11 , LogParabola , 3.797e-13 , 3.707e-14 , 2.265806 , 7.642e-9 , 1.618e-9 , 6.231e-10 , 2.201e-10 , 1.237e-11 , <4.356e-12 , 1.939e-12 , 2.000e-12 , 1.161e-12 , 1.480e-12 , 1.409e-12 , 2.682e-13 , 2.548e-17 ,  , 
3691 , 4FGL J1747.7-2141 , 17 47 45.57 , -21 41 22.91 ,  , 5.5782347 , 6.273e-10 , 1.117e-10 , PowerLaw , 5.163e-13 , 8.918e-14 , 2.600557 , 3.601e-8 , 5.615e-9 , 4.248e-10 , 2.744e-11 , 1.567e-11 , <6.093e-12 , 1.906e-13 , 8.168e-12 , 3.599e-12 , 9.635e-13 , 1.759e-13 , 3.553e-13 , 1.979e-20 ,  , 
3692 , 4FGL J1747.7-4037 , 17 47 47.04 , -40 37 23.16 ,  , 21.53033 , 1.823e-9 , 1.141e-10 , PLSuperExpCutoff , 9.072e-13 , 5.636e-14 , 2.3817835 , 1.523e-8 , 5.078e-9 , 1.362e-9 , 2.578e-10 , 1.043e-11 , <4.992e-12 , 1.799e-15 , 3.865e-12 , 3.598e-12 , 3.167e-12 , 1.489e-12 , 1.977e-13 , 2.374e-16 , PSR , 
3693 , 4FGL J1747.8-0316 , 17 47 50.68 , -03 16 13.43 ,  , 4.3607864 , 2.054e-10 , 6.658e-11 , PowerLaw , 5.893e-15 , 1.669e-15 , 1.9974488 , <1.215e-8 , <6.039e-10 , 6.475e-11 , 7.968e-11 , 1.405e-11 , 3.222e-12 , 2.537e-15 , 6.160e-16 , 8.045e-17 , 1.556e-13 , 5.472e-13 , 3.376e-13 , 1.723e-13 ,  , 
3694 , 4FGL J1747.9-3224 , 17 47 56.28 , -32 24 45.35 ,  , 5.256477 , 1.058e-9 , 2.432e-10 , LogParabola , 6.705e-14 , 1.515e-14 , 2.3425038 , <1.580e-8 , 1.028e-9 , 7.040e-10 , 1.823e-10 , 2.661e-11 , <5.471e-12 , 2.074e-13 , 5.881e-18 , 7.878e-13 , 1.690e-12 , 1.126e-12 , 5.422e-13 , 4.344e-18 ,  , 
3695 , 4FGL J1747.9+4704 , 17 47 57.48 , +47 04 01.56 ,  , 5.7122574 , 1.803e-10 , 3.591e-11 , PowerLaw , 2.163e-13 , 3.894e-14 , 2.4224048 , 2.391e-9 , 8.240e-10 , 1.902e-10 , 2.125e-11 , 3.930e-12 , <5.103e-12 , 2.187e-15 , 5.514e-13 , 5.387e-13 , 4.387e-13 , 1.389e-13 , 9.064e-14 , 1.983e-15 , bll , 
3696 , 4FGL J1748.0+3403 , 17 48 02.54 , +34 03 50.76 ,  , 14.926569 , 4.610e-10 , 4.449e-11 , PowerLaw , 3.912e-13 , 3.440e-14 , 2.3164005 , 8.478e-9 , 1.248e-9 , 4.387e-10 , 1.019e-10 , 8.726e-12 , 2.592e-12 , 2.434e-12 , 1.975e-12 , 8.260e-13 , 1.022e-12 , 6.741e-13 , 2.033e-13 , 1.224e-13 , fsrq , 
3697 , 4FGL J1748.0-2446 , 17 48 04.46 , -24 46 17.75 ,  , 58.30211 , 1.260e-8 , 3.245e-10 , LogParabola , 5.221e-12 , 1.308e-13 , 2.3585289 , 4.737e-8 , 2.607e-8 , 9.917e-9 , 2.141e-9 , 9.402e-11 , 7.234e-12 , 1.097e-11 , 1.310e-11 , 1.924e-11 , 2.333e-11 , 1.310e-11 , 1.918e-12 , 2.011e-13 , glc , 
3698 , 4FGL J1748.1+2702 , 17 48 11.52 , +27 02 55.67 ,  , 5.8491964 , 1.615e-10 , 3.724e-11 , PowerLaw , 1.692e-14 , 3.817e-15 , 2.1082766 , 2.704e-9 , 6.686e-10 , 7.622e-11 , 1.786e-11 , 1.938e-11 , 5.925e-12 , 4.697e-12 , 6.429e-13 , 4.532e-13 , 1.812e-13 , 1.211e-13 , 4.608e-13 , 3.029e-13 , bcu , 
3699 , 4FGL J1748.2-1942 , 17 48 17.11 , -19 42 23.39 ,  , 6.3238235 , 6.545e-10 , 1.107e-10 , PowerLaw , 1.049e-13 , 1.758e-14 , 2.397843 , 2.544e-9 , 2.568e-9 , 5.124e-10 , 6.242e-11 , 2.255e-11 , 6.129e-12 , 1.410e-15 , 5.882e-13 , 1.684e-12 , 1.185e-12 , 4.092e-13 , 5.213e-13 , 2.809e-13 ,  , 
3700 , 4FGL J1748.3-2906 , 17 48 22.92 , -29 06 21.96 ,  , 12.479242 , 4.304e-9 , 4.738e-10 , LogParabola , 7.083e-13 , 7.265e-14 , 2.5115519 , 6.221e-9 , 7.409e-9 , 3.349e-9 , 8.226e-10 , 5.667e-11 , <8.226e-12 , 3.484e-12 , 1.814e-12 , 5.956e-12 , 8.070e-12 , 4.915e-12 , 1.101e-12 , 2.144e-17 ,  , 
3701 , 4FGL J1748.4+1601 , 17 48 26.06 , +16 01 19.55 ,  , 4.524127 , 2.017e-10 , 4.404e-11 , PowerLaw , 1.714e-13 , 3.562e-14 , 2.3993812 , <2.242e-9 , 1.071e-9 , 1.862e-10 , 4.219e-11 , <6.403e-12 , <4.458e-12 , 1.906e-14 , 2.516e-16 , 7.023e-13 , 4.304e-13 , 2.765e-13 , 1.330e-18 , 8.077e-18 ,  , 
3702 , 4FGL J1748.5-0854 , 17 48 32.78 , -08 54 06.11 ,  , 6.464463 , 3.394e-10 , 8.449e-11 , PowerLaw , 1.021e-14 , 2.147e-15 , 2.0246193 , 5.400e-9 , 1.103e-9 , 1.981e-10 , 5.256e-11 , 1.608e-11 , 2.048e-11 , 3.551e-12 , 1.295e-12 , 7.549e-13 , 4.748e-13 , 3.598e-13 , 3.855e-13 , 1.082e-12 , bcu , 
3703 , 4FGL J1748.6+7005 , 17 48 37.92 , +70 05 48.84 ,  , 94.848015 , 4.875e-9 , 1.108e-10 , LogParabola , 4.349e-12 , 8.877e-14 , 2.037151 , 2.661e-8 , 1.126e-8 , 3.294e-9 , 1.152e-9 , 3.059e-10 , 7.307e-11 , 7.550e-12 , 6.531e-12 , 7.823e-12 , 7.910e-12 , 7.800e-12 , 7.189e-12 , 3.355e-12 , bll , 
3704 , 4FGL J1748.9-2021 , 17 48 55.84 , -20 21 20.51 ,  , 16.532524 , 2.123e-9 , 1.595e-10 , LogParabola , 7.330e-13 , 5.593e-14 , 2.4529266 , 1.846e-8 , 6.435e-9 , 1.689e-9 , 2.657e-10 , 1.797e-11 , 3.746e-12 , 9.518e-12 , 4.809e-12 , 4.502e-12 , 3.869e-12 , 1.608e-12 , 3.683e-13 , 1.064e-13 , glc , 
3705 , 4FGL J1749.0-2327 , 17 49 00.43 , -23 27 19.44 ,  , 6.6230297 , 7.469e-10 , 2.924e-10 , LogParabola , 1.465e-12 , 2.509e-13 , 2.71159 , 1.964e-8 , 7.390e-9 , 3.942e-10 , 8.603e-12 , 1.805e-12 , 9.565e-16 , 1.089e-12 , 5.097e-12 , 4.822e-12 , 8.170e-13 , 4.530e-14 , 3.421e-14 , 2.659e-17 ,  , agn
3706 , 4FGL J1749.0+4321 , 17 49 01.29 , +43 21 41.76 ,  , 30.134033 , 1.052e-9 , 5.886e-11 , PowerLaw , 4.103e-13 , 2.188e-14 , 2.0647864 , 8.800e-9 , 2.667e-9 , 7.046e-10 , 2.636e-10 , 6.352e-11 , 1.647e-11 , 5.939e-14 , 2.101e-12 , 1.817e-12 , 1.682e-12 , 1.796e-12 , 1.517e-12 , 8.566e-13 , bll , 
