id , BZCAT5 Source name , Other name , BZCAT name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density 5.0GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
2652 , 5BZQJ1622+4006 , GB6J1622+4006  , BZQJ1622+4006  , 245.62221 , 40.11214 , 0.688 ,  , 18.6 , QSO RLoud flat radio sp. , 37 , 58 ,  , 0.32 , 
2653 , 5BZBJ1622+4401 , BZBJ1622+4401  , BZBJ1622+4401  , 245.74692 , 44.02858 ,  ,  , 18.9 , BL Lac , 8 ,  ,  , 0.65 , 
2654 , 5BZQJ1623+6624 , 87GB 16228+6630  , BZQJ1623+6624  , 245.76883 , 66.40031 , 0.201 ,  , 16.4 , QSO RLoud flat radio sp. , 155 , 481 ,  , 0.33 , 
2655 , 5BZQJ1623+3909 , B3 1621+392  , BZQJ1623+3909  , 245.78175 , 39.159 , 1.975 ,  , 16.9 , QSO RLoud flat radio sp. , 179 , 224 ,  , 0.36 , 
2656 , 5BZQJ1623+3559 , B2 1621+36  , BZQJ1623+3559  , 245.87721 , 35.99256 , 0.866 ,  , 18.1 , QSO RLoud flat radio sp. , 264 , 144 ,  , 0.15 , 
2657 , 5BZBJ1623+2841 , BZBJ1623+2841  , BZBJ1623+2841  , 245.88458 , 28.69133 , 0.377 ,  ?  , 19.2 , BL Lac , 4 ,  ,  , 0.24 , 
2658 , 5BZBJ1623+4545 , BZBJ1623+4545  ,  , 245.91833 , 45.75542 ,  ,  , 20.3 , BL Lac Candidate , 65 , 22 ,  , 0.15 , 
2659 , 5BZQJ1623+0741 , GB6B1621+0748  , BZQJ1623+0741  , 245.99271 , 7.69181 , 1.297 ,  , 17.9 , QSO RLoud flat radio sp. , 100 , 149 ,  , 0.7 , 
2660 , 5BZQJ1624-6809 , 1Jy1619-680  , BZQJ1624-6809  , 246.07683 , -68.15347 , 1.354 ,  , 16.1 , QSO RLoud flat radio sp. , 1062 , 2123 , 219 ,  , 
2661 , 5BZQJ1624+3538 , BZQJ1624+3538  , BZQJ1624+3538  , 246.08317 , 35.64592 , 1.773 ,  , 18.2 , QSO RLoud flat radio sp. , 28 , 22 ,  ,  , 
2662 , 5BZQJ1624+3924 , B2 1622+39  , BZQJ1624+3924  , 246.09167 , 39.41136 , 1.116 ,  , 17.9 , QSO RLoud flat radio sp. , 253 , 128 ,  , 0.12 , 
2663 , 5BZQJ1624+5741 , GB6J1624+5741  , BZQJ1624+5741  , 246.10337 , 57.68786 , 0.789 ,  , 19.7 , QSO RLoud flat radio sp. , 523 , 585 ,  , 0.07 , 
2664 , 5BZBJ1624+5652 , GB6B1623+5659  , BZBJ1624+5652  , 246.13408 , 56.87444 ,  ,  , 18 , BL Lac , 259 , 183 , 145 ,  , 
2665 , 5BZQJ1624-0649 , PKS 1621-067  , BZQJ1624-0649  , 246.13721 , -6.83044 , 3.307 ,  , 19.5 , QSO RLoud flat radio sp. , 932 , 511 ,  ,  , 
2666 , 5BZGJ1624+3726 , RXJ16247+3726  , BZBJ1624+3726  , 246.18071 , 37.44511 , 0.199 ,  , 17.4 , BL Lac-galaxy dominated , 59 , 31 ,  , 0.28 , 
2667 , 5BZUJ1625-2527 , OS-237.8  , BZUJ1625-2527  , 246.44537 , -25.46064 , 0.786 ,  , 20.6 , Blazar Uncertain type , 2521 , 3449 , 1380 , 0.36 , 8.2e-9
2668 , 5BZQJ1625+4347 , 87GB16243+4353  , BZQJ1625+4347  , 246.47213 , 43.78717 , 1.048 ,  , 18.4 , QSO RLoud flat radio sp. , 125 , 123 ,  , 0.67 , 
2669 , 5BZQJ1625+4134 , S41624+416  , BZQJ1625+4134  , 246.49029 , 41.57794 , 2.55 ,  , 22.4 , QSO RLoud flat radio sp. , 1678 , 1253 ,  , 0.09 , 
2670 , 5BZUJ1626-2951 , PKS 1622-297 , BZUJ1626-2951  , 246.52508 , -29.8575 , 0.815 ,  ?  , 17.6 , Blazar Uncertain type , 2286 , 1860 , 1422 , 0.59 , 2.4e-9
2671 , 5BZBJ1626+3513 , RXJ16264+3513  , BZBJ1626+3513  , 246.60771 , 35.22819 , 0.498 ,  , 18.3 , BL Lac , 24 , 19 ,  , 0.84 , 
2672 , 5BZUJ1626-7638 , PKS1619-765  ,  , 246.65896 , -76.64875 ,  ,  , 14.9 , Blazar Uncertain type , 130 , 134 ,  ,  , 5e-10
2673 , 5BZBJ1627+3149 , SDSSJ16272+3149  ,  , 246.80408 , 31.83222 ,  ,  , 19.9 , BL Lac , 7 ,  ,  ,  , 
2674 , 5BZGJ1628+2527 , SDSS J16286+2527 , BZBJ1628+2527  , 247.16262 , 25.46553 , 0.22 ,  , 17.3 , BL Lac-galaxy dominated , 72 , 41 ,  , 1.41 , 
2675 , 5BZQJ1628-1415 , PKS 1625-141  , BZQJ1628-1415  , 247.19425 , -14.26164 , 1.025 ,  , 20.4 , QSO RLoud flat radio sp. , 364 , 376 ,  , 0.24 , 
2676 , 5BZQJ1629+4007 , RX J16290+4007  , BZUJ1629+4007  , 247.25546 , 40.13331 , 0.272 ,  , 17.6 , QSO RLoud flat radio sp. , 9 , 20 ,  , 5.34 , 
2677 , 5BZQJ1630+0701 , CRATESJ163042+070059 , BZQJ1630+0701  , 247.67425 , 7.01919 , 0.736 ,  , 19.3 , QSO RLoud flat radio sp. , 100 , 154 ,  ,  , 
2678 , 5BZBJ1630+5221 , GB6B1629+5228  , BZBJ1630+5221  , 247.67975 , 52.36072 ,  ,  , 17 , BL Lac , 121 , 73 ,  , 0.33 , 1e-9
2679 , 5BZQJ1631+4927 , S4 1629+49  , BZQJ1631+4927  , 247.81892 , 49.46097 , 0.52 ,  , 18.8 , QSO RLoud flat radio sp. , 312 , 422 , 164 , 0.31 , 
2680 , 5BZBJ1631+4217 , RXJ16313+4217  , BZBJ1631+4217  , 247.85292 , 42.284 , 0.467 ,  , 19 , BL Lac , 7 ,  ,  , 4.08 , 
2681 , 5BZQJ1631+5028 , CRATESJ163132+502815 ,  , 247.88242 , 50.47292 , 2.348 ,  , 20.6 , QSO RLoud flat radio sp. , 88 , 65 ,  ,  , 
2682 , 5BZBJ1632+1758 , BZBJ1632+1758  , BZBJ1632+1758  , 248.0605 , 17.98044 , 0.287 ,  , 17.9 , BL Lac , 23 ,  ,  ,  , 
2683 , 5BZUJ1632+8232 , NGC6251  , BZUJ1632+8232  , 248.13321 , 82.53789 , 0.025 ,  , 7.7 , Blazar Uncertain type , 801 , 978 , 618 , 1.33 , 1.1e-9
2684 , 5BZQJ1632-0033 , PKS1630-004  , BZQJ1632-0033  , 248.24033 , -0.55586 , 3.424 ,  , 21.4 , QSO RLoud flat radio sp. , 219 , 235 ,  ,  , 
2685 , 5BZUJ1633+2112 , GB6B1631+2119  , BZUJ1633+2112  , 248.33229 , 21.21456 , 0.198 ,  , 18.3 , Blazar Uncertain type , 32 , 41 ,  , 0.42 , 
2686 , 5BZQJ1634-7310 , CRATESJ163455-731044 ,  , 248.74404 , -73.17622 , 1.944 ,  , 19.4 , QSO RLoud flat radio sp. , 312 , 296 ,  ,  , 
2687 , 5BZQJ1635+3808 , 4C38.41  , BZQJ1635+3808  , 248.81454 , 38.13458 , 1.814 ,  , 17.6 , QSO RLoud flat radio sp. , 2726 , 3221 , 2656 , 0.17 , 1.16e-8
2688 , 5BZQJ1636+4715 , ROXAJ163623.5+471539.3 , BZQJ1636+4715  , 249.10133 , 47.25997 , 0.823 ,  , 18.8 , QSO RLoud flat radio sp. , 19 , 25 ,  , 0.1 , 
2689 , 5BZQJ1636+2112 , GB6B1634+2119  , BZQJ1636+2112  , 249.15908 , 21.21544 , 1.802 ,  , 19.4 , QSO RLoud flat radio sp. , 409 , 421 ,  ,  , 
2690 , 5BZBJ1636-1248 , BZBJ1636-1248  , BZBJ1636-1248  , 249.24346 , -12.81014 , 0.246 ,  , 17.4 , BL Lac , 25 ,  ,  , 2.27 , 
2691 , 5BZBJ1637+4326 , GB6B1635+4332  , BZBJ1637+4326  , 249.28963 , 43.43344 , 0.344 ,  , 17.9 , BL Lac , 49 , 19 ,  , 0.13 , 
2692 , 5BZBJ1637+1314 , SDSSJ163716.73+131438.8 , BZBJ1637+1314  , 249.31975 , 13.24411 ,  ,  , 19 , BL Lac , 11 ,  ,  , 0.44 , 
2693 , 5BZGJ1637+4547 , GB6B1635+4553  , BZBJ1637+4547  , 249.36108 , 45.79694 , 0.192 ,  , 17.2 , BL Lac-galaxy dominated , 45 , 20 ,  , 0.66 , 
2694 , 5BZQJ1637+4717 , 4C47.44  , BZQJ1637+4717  , 249.43804 , 47.29272 , 0.735 ,  , 19.3 , QSO RLoud flat radio sp. , 1062 , 1244 , 861 , 0.23 , 1.8e-9
2695 , 5BZBJ1638+7326 , 1RXSJ163801.6+732618 , BZBJ1638+7326  , 249.50692 , 73.43772 ,  ,  , 19.8 , BL Lac Candidate , 5 ,  ,  , 0.5 , 
2696 , 5BZQJ1638+5720 , S41637+574  , BZQJ1638+5720  , 249.55608 , 57.34 , 0.751 ,  , 16.8 , QSO RLoud flat radio sp. , 1199 , 1750 , 702 , 1.04 , 
2697 , 5BZQJ1638-0340 , PKSB1635-035  , BZQJ1638-0340  , 249.58021 , -3.66808 , 2.871 ,  , 21.8 , QSO RLoud flat radio sp. , 449 , 447 ,  ,  , 
2698 , 5BZQJ1639+5357 , GB6J1639+5358  , BZQJ1639+5357  , 249.916 , 53.96308 , 1.977 ,  , 19.7 , QSO RLoud flat radio sp. , 322 , 345 ,  , 0.04 , 
2699 , 5BZQJ1639+4705 , GB6J1639+4705  , BZQJ1639+4705  , 249.98325 , 47.08989 , 0.86 ,  , 18.2 , QSO RLoud flat radio sp. , 227 , 136 ,  , 0.06 , 
2700 , 5BZQJ1640+3946 , NRAO 512  , BZQJ1640+3946  , 250.12346 , 39.77944 , 1.66 ,  , 19.5 , QSO RLoud flat radio sp. , 976 , 1117 , 332 , 0.15 , 3.8e-9
2701 , 5BZQJ1641+2257 , GB6B1639+2302  , BZQJ1641+2257  , 250.35512 , 22.95111 , 2.063 ,  , 18.9 , QSO RLoud flat radio sp. , 304 , 446 ,  , 0.16 , 
2702 , 5BZBJ1642-0621 , 2FGLJ1641.6-0614 , BZBJ1642-0621  , 250.50908 , -6.35658 ,  ,  , 19.4 , BL Lac , 1220 , 1197 , 669 , 0.29 , 1.1e-9
2703 , 5BZQJ1642+6856 , 4C69.21  , BZQJ1642+6856  , 250.53271 , 68.94439 , 0.751 ,  , 18.6 , QSO RLoud flat radio sp. , 1720 , 1527 , 1255 , 0.32 , 
2704 , 5BZBJ1642+2211 , ROXAJ164220.2+221143.4 , BZBJ1642+2211  , 250.58467 , 22.19539 , 0.592 ,  , 18.7 , BL Lac , 15 ,  ,  , 1.44 , 
2705 , 5BZQJ1642+2523 , GB6J1642+2523  , BZQJ1642+2523  , 250.66837 , 25.38547 , 1.725 ,  , 18.3 , QSO RLoud flat radio sp. , 498 , 515 ,  , 0.19 , 
2706 , 5BZBJ1642-8108 , PKS1633-810  , BZBJ1642-8108  , 250.73896 , -81.14308 ,  ,  , 18.1 , BL Lac , 192 , 482 ,  ,  , 
2707 , 5BZQJ1642+3948 , 3C345  , BZQJ1642+3948  , 250.74504 , 39.81028 , 0.593 ,  , 15.4 , QSO RLoud flat radio sp. , 7099 , 8719 , 4051 , 2.52 , 3.4e-9
2708 , 5BZBJ1643+3221 , BZBJ1643+3221  , BZBJ1643+3221  , 250.75442 , 32.35111 ,  ,  , 18.5 , BL Lac , 24 , 28 ,  ,  , 
2709 , 5BZGJ1643+2131 , PGC1651755  , BZBJ1643+2131  , 250.83033 , 21.51833 , 0.154 ,  , 18.9 , BL Lac-galaxy dominated , 8 ,  ,  , 0.55 , 
2710 , 5BZGJ1643-0646 , 1FGL_J1643.5-0646 ,  , 250.8705 , -6.77214 , 0.082 ,  , 17.5 , BL Lac-galaxy dominated , 29 ,  ,  , 0.94 , 1.2e-9
2711 , 5BZGJ1644+4546 , RXJ16442+4546  , BZBJ1644+4546  , 251.08321 , 45.779 , 0.225 ,  , 17.2 , BL Lac-galaxy dominated , 183 , 109 ,  , 1.61 , 
2712 , 5BZQJ1644-1804 , CRATESJ164436-180430 ,  , 251.14896 , -18.07569 , 1.007 ,  , 18.4 , QSO RLoud flat radio sp. , 284 , 358 ,  ,  , 
2713 , 5BZQJ1644+2619 , RX J16446+2619  , BZQJ1644+2619  , 251.17725 , 26.32033 , 0.144 ,  , 17.6 , QSO RLoud flat radio sp. , 128 , 99 ,  , 1.26 , 
2714 , 5BZQJ1645+6330 , GB6J1645+6330  , BZQJ1645+6330  , 251.49396 , 63.50303 , 2.379 ,  , 20.1 , QSO RLoud flat radio sp. , 218 , 481 , 268 ,  , 
2715 , 5BZQJ1646+4059 , S4 1645+41  , BZQJ1646+4059  , 251.73692 , 40.98811 , 0.835 ,  , 19.6 , QSO RLoud flat radio sp. , 261 , 395 ,  , 0.35 , 
2716 , 5BZGJ1647+2909 , 1645+292  , BZBJ1647+2909  , 251.862 , 29.16381 , 0.132 ,  , 16.1 , BL Lac-galaxy dominated , 390 , 197 ,  , 0.43 , 
2717 , 5BZUJ1647+4950 , 1RXSJ164735.4+495001 , BZUJ1647+4950  , 251.89546 , 49.8335 , 0.047 ,  , 15.9 , Blazar Uncertain type , 177 , 191 , 325 , 0.87 , 1.2e-9
2718 , 5BZQJ1648+4104 , GB6J1648+4104  , BZQJ1648+4104  , 252.12192 , 41.06822 , 0.852 ,  , 18.6 , QSO RLoud flat radio sp. , 243 , 197 ,  , 0.1 , 
2719 , 5BZBJ1649+5235 , GB6B1648+5240  , BZBJ1649+5235  , 252.35412 , 52.5875 ,  ,  , 17.3 , BL Lac , 50 , 46 ,  ,  , 7e-10
2720 , 5BZQJ1650+4140 , RX J16500+4140  , BZQJ1650+4140  , 252.52283 , 41.67567 , 0.585 ,  , 17.7 , QSO RLoud flat radio sp. , 232 , 136 ,  , 0.57 , 
2721 , 5BZUJ1650-5044 , 2FGLJ1650.1-5044 ,  , 252.56929 , -50.74672 ,  ,  ,  , Blazar Uncertain type ,  , 1766 , 997 ,  , 7e-9
2722 , 5BZQJ1650+0824 , BZQJ1650+0824  , BZQJ1650+0824  , 252.6565 , 8.4145 , 1.965 ,  , 19.9 , QSO RLoud flat radio sp. , 160 , 191 ,  ,  , 7e-10
2723 , 5BZBJ1651+0129 , 1Jy1648+015  , BZBJ1651+0129  , 252.76525 , 1.48986 ,  ,  , 21.4 , BL Lac , 714 , 505 , 556 ,  , 
2724 , 5BZBJ1651+4212 , BZBJ1651+4212  , BZBJ1651+4212  , 252.78833 , 42.21483 , 0.269 ,  , 18.9 , BL Lac , 14 ,  ,  ,  , 
