id , Source Name , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , 0.1-100 GeV Energy Flux (erg cm-2 s-1) , 0.1-100 GeV Energy Flux Error (erg cm-2 s-1) , Spectrum Type , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s)
3574 , 4FGL J1732.7-2559 , 8.755e-10 , 1.504e-10 , 7.327e-12 , 2.089e-12 , LogParabola , 5.394e-10 , 1.141e-10 , 7.352e-12 , <4.587e-12 , 1.217e-12 , 6.753e-13 , 1.475e-13 , 6.004e-20
3575 , 4FGL J1732.8-3725 , 6.782e-10 , 1.249e-10 , 9.551e-12 , 2.162e-12 , PowerLaw , 3.926e-10 , 1.095e-10 , 1.367e-11 , <5.911e-12 , 9.022e-13 , 7.128e-13 , 3.142e-13 , 1.903e-16
3576 , 4FGL J1733.0-1305 , 6.659e-9 , 1.774e-10 , 6.605e-11 , 2.045e-12 , LogParabola , 5.210e-9 , 1.176e-9 , 1.126e-10 , 1.125e-11 , 1.202e-11 , 7.467e-12 , 2.472e-12 , 3.915e-13
3577 , 4FGL J1733.2-2915 , 1.210e-9 , 1.750e-10 , 1.776e-11 , 3.440e-12 , PowerLaw , 1.043e-9 , 1.941e-10 , 1.509e-11 , 1.844e-12 , 2.389e-12 , 1.259e-12 , 3.456e-13 , 8.162e-14
3578 , 4FGL J1733.4+2235 , 3.031e-10 , 5.239e-11 , 1.259e-12 , 2.126e-13 , LogParabola , 2.658e-10 , 5.703e-11 , 5.693e-13 , 2.162e-12 , 6.672e-13 , 3.230e-13 , 1.079e-14 , 6.010e-14
3579 , 4FGL J1733.4-3943 , 7.841e-10 , 1.010e-10 , 8.864e-12 , 1.227e-12 , PowerLaw , 4.490e-10 , 1.498e-10 , 3.164e-11 , 1.352e-11 , 1.061e-12 , 1.009e-12 , 7.479e-13 , 6.757e-13
3580 , 4FGL J1733.4+5428 , 1.081e-10 , 2.792e-11 , 2.965e-12 , 4.944e-13 , PowerLaw , 7.780e-11 , 8.131e-12 , <4.886e-12 , <4.139e-12 , 1.715e-13 , 5.039e-14 , 3.208e-16 , 2.376e-21
3581 , 4FGL J1733.6-2431 , 9.717e-10 , 1.484e-10 , 6.367e-12 , 1.689e-12 , LogParabola , 7.960e-10 , 1.041e-10 , 1.134e-11 , <7.099e-12 , 1.793e-12 , 5.924e-13 , 2.159e-13 , 2.114e-15
3582 , 4FGL J1733.6-6054 , 3.939e-10 , 4.769e-11 , 4.937e-12 , 6.727e-13 , PowerLaw , 3.309e-10 , 6.390e-11 , 1.790e-11 , 6.147e-12 , 7.691e-13 , 4.216e-13 , 4.161e-13 , 2.875e-13
3583 , 4FGL J1733.7-4734 , 5.367e-10 , 7.804e-11 , 5.975e-12 , 8.363e-13 , PowerLaw , 1.886e-10 , 1.022e-10 , 5.164e-11 , 1.734e-11 , 4.520e-13 , 6.998e-13 , 1.238e-12 , 9.166e-13
3584 , 4FGL J1733.9-2220 , 5.745e-10 , 1.206e-10 , 7.388e-12 , 1.815e-12 , LogParabola , 4.591e-10 , <2.412e-11 , <8.670e-12 , <5.297e-12 , 9.360e-13 , 2.816e-16 , 4.004e-15 , 8.873e-18
3585 , 4FGL J1734.0+0805 , 2.506e-10 , 5.280e-11 , 4.453e-12 , 8.253e-13 , PowerLaw , 2.160e-10 , 2.132e-11 , <8.345e-12 , <4.250e-12 , 4.880e-13 , 1.360e-13 , 4.802e-16 , 3.667e-19
3586 , 4FGL J1734.0-2933 , 1.503e-9 , 2.238e-10 , 7.748e-12 , 1.503e-12 , LogParabola , 1.015e-9 , 2.465e-10 , 2.103e-11 , 7.673e-13 , 2.440e-12 , 1.493e-12 , 4.164e-13 , 2.133e-14
3587 , 4FGL J1734.3+3858 , 1.705e-9 , 7.481e-11 , 2.021e-11 , 9.344e-13 , LogParabola , 1.399e-9 , 2.572e-10 , 3.099e-11 , 4.594e-12 , 3.207e-12 , 1.639e-12 , 6.893e-13 , 1.719e-13
3588 , 4FGL J1734.5-2818 , 1.610e-9 , 1.898e-10 , 1.049e-11 , 2.380e-12 , LogParabola , 1.341e-9 , 2.780e-11 , 2.860e-11 , <5.434e-12 , 2.958e-12 , 1.516e-13 , 5.422e-13 , 2.382e-16
3589 , 4FGL J1735.2-1640 , 4.261e-10 , 7.429e-11 , 5.272e-12 , 9.788e-13 , PowerLaw , 3.536e-10 , 7.890e-11 , 5.802e-12 , 3.663e-12 , 8.230e-13 , 5.216e-13 , 1.351e-13 , 1.723e-13
3590 , 4FGL J1735.3-0717 , 9.241e-10 , 1.046e-10 , 9.676e-12 , 1.455e-12 , LogParabola , 8.274e-10 , 1.195e-10 , 7.104e-12 , <5.887e-12 , 1.850e-12 , 7.112e-13 , 1.448e-13 , 1.974e-17
3591 , 4FGL J1735.4-1118 , 4.343e-10 , 7.871e-11 , 4.879e-12 , 9.419e-13 , PowerLaw , 3.482e-10 , 9.803e-11 , 2.746e-11 , 8.603e-12 , 8.248e-13 , 6.617e-13 , 6.505e-13 , 4.334e-13
3592 , 4FGL J1735.7-3026 , 1.658e-9 , 2.209e-10 , 7.318e-12 , 8.902e-13 , LogParabola , 1.244e-9 , 4.468e-10 , 8.105e-12 , <5.650e-12 , 3.253e-12 , 2.624e-12 , 1.536e-13 , 6.869e-17
3593 , 4FGL J1735.8-5932 , 2.458e-10 , 4.361e-11 , 2.949e-12 , 6.104e-13 , PowerLaw , 8.360e-11 , 5.882e-11 , 1.281e-11 , 4.955e-12 , 1.954e-13 , 3.907e-13 , 2.995e-13 , 2.368e-13
3594 , 4FGL J1735.9-3342 , 3.845e-10 , 1.687e-10 , 4.723e-12 , 1.525e-12 , PowerLaw , 4.908e-10 , 8.224e-11 , 2.492e-11 , 2.969e-11 , 1.202e-12 , 5.776e-13 , 6.102e-13 , 1.717e-12
3595 , 4FGL J1736.0+2033 , 5.046e-10 , 5.173e-11 , 5.899e-12 , 6.209e-13 , PowerLaw , 3.228e-10 , 1.682e-10 , 5.030e-11 , 8.621e-12 , 7.848e-13 , 1.171e-12 , 1.223e-12 , 4.832e-13
3596 , 4FGL J1736.1-3422 , 3.150e-9 , 2.297e-10 , 1.849e-11 , 2.572e-12 , LogParabola , 2.327e-9 , 5.966e-10 , 1.038e-11 , <8.075e-12 , 5.486e-12 , 3.633e-12 , 2.099e-13 , 3.909e-15
3597 , 4FGL J1736.2-4443 , 3.068e-9 , 1.383e-10 , 1.871e-11 , 1.121e-12 , LogParabola , 2.516e-9 , 5.159e-10 , 9.650e-12 , <4.824e-12 , 5.877e-12 , 3.116e-12 , 1.943e-13 , 2.981e-19
3598 , 4FGL J1736.3-2929 , 9.907e-10 , 1.950e-10 , 1.548e-11 , 4.117e-12 , PowerLaw , 1.146e-9 , 2.156e-10 , <1.526e-11 , <8.463e-12 , 2.612e-12 , 1.390e-12 , 2.909e-16 , 3.629e-15
3599 , 4FGL J1736.4-4052 , 3.694e-10 , 7.770e-11 , 4.437e-12 , 1.071e-12 , PowerLaw , 1.198e-10 , 9.417e-11 , 1.547e-11 , 3.693e-12 , 2.799e-13 , 6.254e-13 , 3.616e-13 , 1.764e-13
3600 , 4FGL J1736.6+0628 , 4.507e-10 , 6.015e-11 , 7.752e-12 , 8.963e-13 , PowerLaw , 3.208e-10 , 6.777e-11 , 9.511e-12 , 3.276e-12 , 7.264e-13 , 4.335e-13 , 2.153e-13 , 1.391e-13
3601 , 4FGL J1737.2-2421 , 4.926e-10 , 1.151e-10 , 5.874e-12 , 1.642e-12 , PowerLaw , 4.387e-10 , 6.375e-11 , 6.102e-12 , 1.122e-11 , 1.026e-12 , 4.239e-13 , 1.427e-13 , 5.381e-13
3602 , 4FGL J1737.3-5300 , 2.328e-10 , 5.352e-11 , 2.688e-12 , 7.135e-13 , PowerLaw , 1.391e-10 , 4.893e-11 , 8.994e-12 , 4.227e-12 , 3.272e-13 , 3.275e-13 , 2.116e-13 , 2.070e-13
3603 , 4FGL J1737.3-3332 , 1.783e-9 , 2.112e-10 , 1.309e-11 , 3.028e-12 , LogParabola , 1.836e-9 , 1.052e-10 , 3.191e-11 , <7.557e-12 , 4.096e-12 , 5.974e-13 , 6.091e-13 , 1.204e-18
3604 , 4FGL J1737.5-0313 , 5.661e-10 , 9.025e-11 , 2.729e-12 , 5.036e-13 , LogParabola , 4.953e-10 , 6.828e-11 , <6.232e-12 , <4.933e-12 , 1.167e-12 , 3.919e-13 , 3.410e-18 , 1.267e-16
3605 , 4FGL J1737.6-2350 , 6.528e-10 , 1.098e-10 , 8.679e-12 , 1.686e-12 , PowerLaw , 4.517e-10 , 1.282e-10 , 2.036e-11 , 2.078e-12 , 1.043e-12 , 8.399e-13 , 4.703e-13 , 9.496e-14
3606 , 4FGL J1738.0+8717 , 2.792e-10 , 3.536e-11 , 3.246e-12 , 4.166e-13 , PowerLaw , 1.750e-10 , 6.335e-11 , 1.133e-11 , 3.985e-12 , 4.112e-13 , 4.233e-13 , 2.662e-13 , 1.942e-13
3607 , 4FGL J1738.0+0236 , 2.169e-10 , 5.364e-11 , 3.687e-12 , 8.678e-13 , PowerLaw , 1.549e-10 , <1.888e-11 , 7.941e-12 , 1.661e-12 , 3.510e-13 , 7.903e-17 , 1.799e-13 , 7.074e-14
3608 , 4FGL J1738.1-2453 , 1.609e-9 , 1.803e-10 , 1.185e-11 , 1.807e-12 , LogParabola , 1.344e-9 , 5.416e-11 , 4.562e-12 , <6.584e-12 , 2.855e-12 , 2.827e-13 , 8.648e-14 , 1.338e-15
3609 , 4FGL J1738.2+4000 , 1.306e-10 , 3.082e-11 , 1.728e-12 , 5.231e-13 , PowerLaw , 8.703e-11 , 1.879e-11 , 1.164e-11 , <3.874e-12 , 2.011e-13 , 1.231e-13 , 2.690e-13 , 2.030e-18
3610 , 4FGL J1738.8-3241 , 1.429e-9 , 2.134e-10 , 2.153e-11 , 4.483e-12 , PowerLaw , 1.734e-9 , 1.342e-10 , 5.068e-12 , 1.032e-11 , 3.962e-12 , 8.681e-13 , 1.158e-13 , 4.533e-13
3611 , 4FGL J1738.8-3418 , 1.006e-9 , 1.689e-10 , 1.503e-11 , 3.534e-12 , PowerLaw , 8.898e-10 , 1.392e-10 , 8.711e-12 , 5.132e-12 , 2.035e-12 , 9.012e-13 , 1.992e-13 , 2.259e-13
3612 , 4FGL J1739.1-1059 , 5.389e-10 , 1.093e-10 , 2.715e-12 , 5.179e-13 , LogParabola , 4.608e-10 , 3.890e-11 , 6.297e-12 , <4.695e-12 , 1.006e-12 , 2.031e-13 , 1.194e-13 , 1.312e-20
3613 , 4FGL J1739.2-2717 , 1.485e-9 , 1.914e-10 , 1.232e-11 , 3.345e-12 , LogParabola , 1.153e-9 , 1.590e-10 , 1.897e-11 , <4.946e-12 , 2.621e-12 , 9.557e-13 , 3.872e-13 , 1.702e-17
3614 , 4FGL J1739.3-2531 , 1.789e-9 , 1.791e-10 , 1.261e-11 , 2.502e-12 , LogParabola , 1.404e-9 , 2.354e-10 , 1.093e-11 , <7.600e-12 , 3.210e-12 , 1.399e-12 , 2.184e-13 , 1.497e-15
3615 , 4FGL J1739.4-3015 , 3.723e-9 , 3.502e-10 , 2.386e-11 , 3.785e-12 , PLSuperExpCutoff , 3.509e-9 , 4.176e-10 , 1.472e-11 , <5.999e-12 , 8.099e-12 , 2.293e-12 , 2.790e-13 , 6.559e-18
3616 , 4FGL J1739.5-2929 , 2.036e-9 , 2.985e-10 , 9.206e-12 , 2.282e-12 , LogParabola , 1.983e-9 , 1.133e-10 , <1.638e-11 , <8.357e-12 , 4.503e-12 , 6.003e-13 , 5.795e-16 , 4.419e-16
3617 , 4FGL J1739.5+4955 , 1.074e-9 , 6.141e-11 , 1.111e-11 , 7.013e-13 , LogParabola , 9.013e-10 , 1.490e-10 , 3.684e-11 , 7.262e-12 , 2.089e-12 , 9.592e-13 , 8.240e-13 , 2.734e-13
3618 , 4FGL J1739.6-3155 , 1.314e-9 , 2.484e-10 , 1.980e-11 , 5.379e-12 , PowerLaw , 1.545e-9 , 9.703e-11 , 3.193e-11 , <1.108e-11 , 3.531e-12 , 6.275e-13 , 7.297e-13 , 2.730e-18
3619 , 4FGL J1739.7-2836 , 1.354e-9 , 2.322e-10 , 5.920e-12 , 8.953e-13 , LogParabola , 7.386e-10 , 3.866e-10 , 3.078e-12 , 2.170e-12 , 1.922e-12 , 2.260e-12 , 5.835e-14 , 6.031e-14
3620 , 4FGL J1740.0+4737 , 3.014e-10 , 3.749e-11 , 3.350e-12 , 4.167e-13 , PowerLaw , 2.127e-10 , 8.276e-11 , 1.473e-11 , 4.920e-12 , 5.068e-13 , 5.626e-13 , 3.510e-13 , 2.540e-13
3621 , 4FGL J1740.1-1928 , 5.149e-10 , 9.770e-11 , 9.084e-12 , 1.688e-12 , PowerLaw , 3.504e-10 , 9.158e-11 , <9.306e-12 , 1.322e-12 , 7.919e-13 , 5.846e-13 , 9.004e-15 , 5.582e-14
3622 , 4FGL J1740.3-3058c , 3.830e-9 , 4.817e-10 , 3.068e-11 , 7.101e-12 , LogParabola , 3.339e-9 , 5.997e-10 , 3.353e-11 , 1.717e-11 , 7.631e-12 , 3.630e-12 , 6.889e-13 , 4.909e-13
3623 , 4FGL J1740.4-2850 , 1.625e-9 , 2.813e-10 , 9.120e-12 , 2.323e-12 , LogParabola , 1.193e-9 , 3.227e-10 , 4.435e-11 , <9.172e-12 , 2.889e-12 , 2.023e-12 , 9.165e-13 , 5.451e-17
3624 , 4FGL J1740.5+5211 , 1.641e-9 , 6.731e-11 , 2.308e-11 , 6.878e-13 , PowerLaw , 1.359e-9 , 2.308e-10 , 4.083e-11 , 6.240e-12 , 3.122e-12 , 1.503e-12 , 9.384e-13 , 2.797e-13
3625 , 4FGL J1740.5+1005 , 2.096e-10 , 4.685e-11 , 4.554e-12 , 8.742e-13 , PowerLaw , 1.236e-10 , 2.386e-11 , <7.004e-12 , <5.019e-12 , 2.760e-13 , 1.500e-13 , 2.221e-16 , 2.811e-16
3626 , 4FGL J1740.6-3430 , 8.367e-10 , 1.428e-10 , 1.182e-11 , 2.591e-12 , PowerLaw , 5.554e-10 , 1.365e-10 , <1.339e-11 , 3.773e-12 , 1.276e-12 , 8.884e-13 , 1.099e-15 , 1.689e-13
3627 , 4FGL J1740.6+5346 , 2.577e-10 , 3.449e-11 , 2.891e-12 , 3.866e-13 , PowerLaw , 1.698e-10 , 6.469e-11 , 1.370e-11 , 2.111e-12 , 4.026e-13 , 4.369e-13 , 3.248e-13 , 1.066e-13
3628 , 4FGL J1740.7-6750 , 2.444e-10 , 3.885e-11 , 5.064e-12 , 6.686e-13 , PowerLaw , 1.746e-10 , 3.042e-11 , 3.957e-13 , <3.825e-12 , 3.907e-13 , 1.919e-13 , 8.855e-15 , 3.576e-18
3629 , 4FGL J1740.7-2640 , 1.462e-9 , 1.954e-10 , 6.438e-12 , 1.117e-12 , LogParabola , 1.110e-9 , 1.746e-10 , 3.683e-12 , <5.296e-12 , 2.663e-12 , 9.899e-13 , 6.981e-14 , 1.321e-18
3630 , 4FGL J1741.1+7226 , 1.084e-10 , 2.553e-11 , 1.318e-12 , 3.277e-13 , PowerLaw , 7.238e-11 , 1.815e-11 , 9.077e-12 , <3.188e-12 , 1.689e-13 , 1.203e-13 , 2.118e-13 , 3.147e-17
3631 , 4FGL J1741.1-5341 , 2.771e-10 , 5.145e-11 , 4.584e-12 , 1.015e-12 , PowerLaw , 2.896e-10 , 4.534e-11 , 2.091e-12 , <4.163e-12 , 6.574e-13 , 2.909e-13 , 4.746e-14 , 1.351e-16
3632 , 4FGL J1741.1-3328 , 9.783e-10 , 1.863e-10 , 4.747e-12 , 1.149e-12 , LogParabola , 4.718e-10 , 2.426e-10 , 6.229e-12 , <6.451e-12 , 1.150e-12 , 1.461e-12 , 1.213e-13 , 5.059e-20
3633 , 4FGL J1741.2+5739 , 1.477e-10 , 2.949e-11 , 1.903e-12 , 3.921e-13 , PowerLaw , 9.225e-11 , 2.888e-11 , 6.682e-12 , 2.596e-12 , 2.138e-13 , 1.899e-13 , 1.548e-13 , 1.200e-13
3634 , 4FGL J1741.3-3357 , 1.036e-9 , 1.594e-10 , 5.367e-12 , 5.848e-12 , LogParabola , 7.926e-10 , 1.084e-10 , 1.133e-11 , <7.042e-12 , 1.845e-12 , 6.243e-13 , 2.148e-13 , 1.444e-17
3635 , 4FGL J1741.4+1354 , 7.100e-10 , 7.047e-11 , 3.598e-12 , 3.956e-13 , PLSuperExpCutoff , 5.784e-10 , 1.298e-10 , 1.959e-12 , <3.932e-12 , 1.403e-12 , 7.397e-13 , 3.713e-14 , 3.790e-16
3636 , 4FGL J1741.4-3046c , 3.421e-9 , 4.872e-10 , 2.463e-11 , 7.195e-12 , LogParabola , 2.797e-9 , 4.511e-10 , 4.690e-11 , <6.382e-12 , 6.348e-12 , 2.648e-12 , 9.258e-13 , 7.496e-19
3637 , 4FGL J1741.5-3119 , 1.787e-9 , 3.346e-10 , 8.044e-12 , 1.529e-12 , LogParabola , 1.188e-9 , 4.907e-10 , 2.028e-11 , <1.050e-11 , 3.082e-12 , 2.919e-12 , 3.845e-13 , 8.133e-15
3638 , 4FGL J1741.5-2344 , 7.832e-10 , 1.447e-10 , 5.068e-12 , 1.490e-12 , LogParabola , 6.403e-10 , 7.907e-11 , <8.664e-12 , <5.356e-12 , 1.432e-12 , 4.429e-13 , 8.040e-18 , 1.758e-16
3639 , 4FGL J1741.6-3917e , 9.213e-9 , 3.351e-10 , 1.025e-10 , 3.754e-12 , PowerLaw , 6.054e-9 , 1.685e-9 , 4.285e-10 , 2.797e-10 , 1.451e-11 , 1.153e-11 , 1.027e-11 , 1.477e-11
3640 , 4FGL J1741.6-2730 , 1.412e-9 , 2.083e-10 , 1.176e-11 , 3.217e-12 , LogParabola , 1.135e-9 , 1.031e-10 , 4.073e-12 , <5.530e-12 , 2.501e-12 , 5.801e-13 , 7.733e-14 , 2.292e-18
3641 , 4FGL J1741.8-2537 , 1.336e-9 , 1.601e-10 , 1.554e-11 , 2.246e-12 , PowerLaw , 9.698e-10 , 2.276e-10 , 7.417e-11 , 1.955e-11 , 2.278e-12 , 1.521e-12 , 1.742e-12 , 9.523e-13
3642 , 4FGL J1741.9-2054 , 1.680e-8 , 2.991e-10 , 1.158e-10 , 2.312e-12 , PLSuperExpCutoff , 1.591e-8 , 7.553e-10 , 3.121e-12 , <2.950e-12 , 3.464e-11 , 3.943e-12 , 5.917e-14 , 3.819e-19
3643 , 4FGL J1741.9+2555 , 1.245e-10 , 3.200e-11 , 1.406e-12 , 3.776e-13 , PowerLaw , 4.280e-11 , 5.967e-11 , <4.948e-12 , 2.799e-13 , 1.012e-13 , 4.019e-13 , 4.070e-18 , 1.401e-14
3644 , 4FGL J1742.3-3318 , 3.018e-9 , 2.160e-10 , 1.661e-11 , 1.397e-12 , PLSuperExpCutoff , 2.546e-9 , 4.366e-10 , 1.794e-11 , <8.253e-12 , 6.096e-12 , 2.508e-12 , 3.401e-13 , 5.921e-17
3645 , 4FGL J1742.4-1518 , 3.854e-10 , 8.033e-11 , 8.172e-12 , 1.455e-12 , PowerLaw , 4.200e-10 , 8.718e-12 , 3.788e-12 , <7.134e-12 , 9.388e-13 , 5.492e-14 , 8.467e-14 , 4.152e-18
3646 , 4FGL J1742.5+5944 , 4.286e-10 , 3.973e-11 , 4.851e-12 , 4.351e-13 , PowerLaw , 2.811e-10 , 1.151e-10 , 2.060e-11 , 5.557e-12 , 6.644e-13 , 7.745e-13 , 4.868e-13 , 2.773e-13
3647 , 4FGL J1742.5-2833 , 1.357e-9 , 2.554e-10 , 2.181e-11 , 5.649e-12 , PowerLaw , 1.560e-9 , 2.470e-10 , 8.720e-12 , 6.915e-12 , 3.549e-12 , 1.588e-12 , 1.983e-13 , 2.986e-13
3648 , 4FGL J1742.8-2246 , 1.322e-9 , 1.499e-10 , 1.074e-11 , 1.810e-12 , LogParabola , 1.109e-9 , 8.271e-11 , 6.844e-12 , <6.609e-12 , 2.434e-12 , 4.608e-13 , 1.297e-13 , 4.555e-16
3649 , 4FGL J1743.1-3049c , 1.704e-9 , 3.078e-10 , 2.370e-11 , 5.719e-12 , PowerLaw , 1.561e-9 , 3.408e-10 , 6.791e-11 , <9.710e-12 , 3.590e-12 , 2.221e-12 , 1.562e-12 , 6.136e-15
3650 , 4FGL J1743.4-3123 , 9.169e-10 , 2.195e-10 , 1.157e-11 , 3.424e-12 , PowerLaw , 6.167e-10 , 1.974e-10 , 4.599e-11 , 4.524e-12 , 1.432e-12 , 1.302e-12 , 1.068e-12 , 2.110e-13
3651 , 4FGL J1743.4-2406 , 6.764e-10 , 1.119e-10 , 1.181e-11 , 2.489e-12 , PowerLaw , 4.733e-10 , 1.257e-10 , <6.563e-12 , <5.629e-12 , 1.070e-12 , 8.028e-13 , 1.374e-17 , 9.349e-18
3652 , 4FGL J1743.6-3341 , 7.361e-10 , 1.445e-10 , 8.673e-12 , 2.048e-12 , PowerLaw , 6.493e-10 , 1.426e-10 , 3.184e-11 , 3.898e-12 , 1.522e-12 , 9.502e-13 , 7.463e-13 , 1.883e-13
3653 , 4FGL J1743.7-4321 , 1.075e-9 , 1.031e-10 , 6.387e-12 , 7.746e-13 , LogParabola , 9.531e-10 , 8.410e-11 , <8.109e-12 , <5.301e-12 , 2.155e-12 , 4.736e-13 , 5.802e-17 , 8.173e-18
3654 , 4FGL J1743.8-3143 , 1.209e-9 , 2.102e-10 , 1.546e-11 , 3.639e-12 , PowerLaw , 1.143e-9 , 1.992e-10 , 2.245e-11 , 6.910e-12 , 2.651e-12 , 1.311e-12 , 5.206e-13 , 3.204e-13
3655 , 4FGL J1743.9-3539 , 6.522e-10 , 1.831e-10 , 6.079e-12 , 1.908e-12 , LogParabola , 3.999e-10 , 4.578e-11 , <7.343e-12 , <5.143e-12 , 8.471e-13 , 2.419e-13 , 2.250e-18 , 3.551e-16
3656 , 4FGL J1743.9-1824 , 1.011e-9 , 1.270e-10 , 5.045e-12 , 6.204e-13 , LogParabola , 9.012e-10 , 4.714e-11 , <7.309e-12 , <5.089e-12 , 1.972e-12 , 2.461e-13 , 1.089e-16 , 1.756e-16
3657 , 4FGL J1744.0-7618 , 3.771e-9 , 1.241e-10 , 1.936e-11 , 7.221e-13 , PLSuperExpCutoff , 3.111e-9 , 5.914e-10 , 4.587e-12 , <4.056e-12 , 7.491e-12 , 3.335e-12 , 8.696e-14 , 2.607e-16
3658 , 4FGL J1744.0+1935 , 8.269e-10 , 6.276e-11 , 9.437e-12 , 7.480e-13 , PowerLaw , 4.968e-10 , 2.456e-10 , 7.103e-11 , 2.320e-11 , 1.202e-12 , 1.700e-12 , 1.718e-12 , 1.274e-12
3659 , 4FGL J1744.0-1311 , 1.105e-9 , 1.109e-10 , 6.173e-12 , 8.334e-13 , LogParabola , 7.821e-10 , 2.261e-10 , 1.352e-11 , <4.849e-12 , 1.874e-12 , 1.396e-12 , 2.757e-13 , 3.358e-20
3660 , 4FGL J1744.2-0353 , 3.558e-10 , 7.011e-11 , 5.332e-12 , 1.174e-12 , PowerLaw , 2.328e-10 , 6.394e-11 , 7.519e-12 , 4.897e-12 , 5.323e-13 , 4.137e-13 , 1.719e-13 , 2.154e-13
3661 , 4FGL J1744.4+1851 , 1.202e-10 , 3.795e-11 , 1.594e-12 , 4.469e-13 , PowerLaw , 4.851e-11 , 5.323e-11 , 8.474e-12 , 7.441e-12 , 1.198e-13 , 3.778e-13 , 2.094e-13 , 4.465e-13
3662 , 4FGL J1744.4-1135 , 5.930e-9 , 1.867e-10 , 3.837e-11 , 1.259e-12 , PLSuperExpCutoff , 5.354e-9 , 5.043e-10 , 5.903e-12 , <4.814e-12 , 1.213e-11 , 2.647e-12 , 1.119e-13 , 7.608e-17
3663 , 4FGL J1744.5-2612 , 1.016e-9 , 1.515e-10 , 1.256e-11 , 2.339e-12 , PowerLaw , 7.353e-10 , 1.486e-10 , 3.710e-11 , 1.051e-11 , 1.712e-12 , 9.823e-13 , 8.638e-13 , 4.948e-13
3664 , 4FGL J1744.6-5713 , 3.810e-10 , 5.040e-11 , 4.248e-12 , 5.539e-13 , PowerLaw , 2.216e-10 , 1.073e-10 , 2.688e-11 , 1.042e-11 , 5.319e-13 , 7.355e-13 , 6.451e-13 , 5.531e-13
3665 , 4FGL J1744.7-1557 , 1.006e-9 , 1.142e-10 , 7.049e-12 , 1.052e-12 , LogParabola , 5.775e-10 , 1.613e-10 , 5.214e-12 , 1.368e-12 , 1.323e-12 , 9.611e-13 , 1.045e-13 , 3.803e-14
3666 , 4FGL J1744.9-3322 , 1.494e-9 , 1.772e-10 , 7.380e-12 , 1.401e-12 , LogParabola , 1.272e-9 , 1.549e-10 , 1.269e-11 , <6.707e-12 , 2.993e-12 , 8.941e-13 , 2.405e-13 , 3.962e-18
3667 , 4FGL J1744.9-1727 , 1.535e-9 , 1.118e-10 , 1.732e-11 , 1.225e-12 , PowerLaw , 8.669e-10 , 3.569e-10 , 8.804e-11 , 7.610e-11 , 2.091e-12 , 2.461e-12 , 2.124e-12 , 4.128e-12
3668 , 4FGL J1744.9-2153 , 6.161e-10 , 1.100e-10 , 8.806e-12 , 1.832e-12 , PowerLaw , 5.009e-10 , 6.926e-11 , 1.462e-11 , 2.494e-12 , 1.150e-12 , 4.501e-13 , 3.354e-13 , 1.112e-13
3669 , 4FGL J1745.1+4731 , 1.401e-10 , 3.297e-11 , 1.635e-12 , 4.039e-13 , PowerLaw , 1.038e-10 , 3.503e-11 , 4.930e-12 , <4.389e-12 , 2.438e-13 , 2.339e-13 , 1.157e-13 , 5.188e-17
3670 , 4FGL J1745.3+2338 , 1.791e-10 , 4.145e-11 , 3.280e-12 , 6.502e-13 , PowerLaw , 6.383e-11 , 1.973e-11 , 2.426e-12 , 1.231e-11 , 1.439e-13 , 1.256e-13 , 5.471e-14 , 5.158e-13
3671 , 4FGL J1745.4-0753 , 1.508e-9 , 1.064e-10 , 1.676e-11 , 1.182e-12 , PowerLaw , 1.134e-9 , 2.834e-10 , 8.704e-11 , 5.303e-11 , 2.708e-12 , 1.932e-12 , 2.079e-12 , 2.762e-12
3672 , 4FGL J1745.5+1017 , 1.370e-9 , 9.360e-11 , 7.186e-12 , 6.438e-13 , PLSuperExpCutoff , 1.075e-9 , 2.757e-10 , 9.747e-13 , <3.782e-12 , 2.616e-12 , 1.611e-12 , 1.848e-14 , 4.860e-16
3673 , 4FGL J1745.6-3626 , 7.099e-10 , 1.022e-10 , 9.034e-12 , 1.488e-12 , PowerLaw , 5.396e-10 , 1.395e-10 , 2.364e-12 , 1.188e-11 , 1.252e-12 , 9.186e-13 , 5.485e-14 , 5.522e-13
3674 , 4FGL J1745.6-2859 , 5.068e-8 , 1.314e-9 , 3.870e-10 , 1.618e-11 , LogParabola , 4.269e-8 , 9.075e-9 , 1.102e-9 , 2.190e-10 , 1.002e-10 , 5.769e-11 , 2.387e-11 , 7.053e-12
3675 , 4FGL J1745.6+3950 , 1.642e-10 , 3.346e-11 , 1.843e-12 , 3.918e-13 , PowerLaw , 1.230e-10 , 2.439e-11 , 1.040e-11 , 6.875e-12 , 2.916e-13 , 1.647e-13 , 2.465e-13 , 3.467e-13
